restaurant_name,price_level,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,food,service,atmosphere,excellent,location,last_certificate_excellence,cuisine_nation,meals
Timesburg Paris,€€-€€€,N,N,7.0,4.0,529,4.0,3.5,4.0,38,Barcelona,Certificate of Excellence 2015,American,
Restaurante Leonés,€€-€€€,N,N,7.0,3.5,118,3.5,4.0,3.5,20,Barcelona,,Spanish,"Dinner, Lunch"
Gloria Restaurant,€€-€€€,N,N,7.0,2.5,348,3.0,3.0,3.0,23,Barcelona,,Spanish,Lunch
Leka Restaurant,€€-€€€,Y,Y,6.0,4.5,501,4.5,4.5,4.5,94,Barcelona,Certificate of Excellence 2020,Spanish,
Restaurante el Porvenir,€€-€€€,N,Y,6.0,4.5,398,4.5,4.5,3.5,33,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Loft Del Born,€€-€€€,N,N,7.0,4.0,458,4.0,4.0,4.0,87,Barcelona,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
Granier Panes Artesanos,€,N,N,,4.0,195,4.0,3.5,3.5,22,Barcelona,Certificate of Excellence 2015,,Breakfast
Gata Mala,€€-€€€,N,N,5.0,4.5,245,4.5,4.0,4.0,85,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
La Villa,€€-€€€,Y,N,7.0,4.0,236,4.0,4.0,4.0,28,Barcelona,Certificate of Excellence 2017,Italian,"Dinner, Lunch"
UDON Diagonal Mar,€,Y,N,7.0,3.5,161,3.5,3.5,3.0,2,Barcelona,,Japanese,
UDON Maremagnum,€€-€€€,Y,N,7.0,3.5,236,3.5,4.0,3.5,15,Barcelona,,Japanese,
"La Tagliatella Ausias March, Barcelona",€€-€€€,N,N,7.0,3.5,115,4.0,3.5,4.0,9,Barcelona,,Italian,
Horchateria La Valenciana,€,N,N,7.0,4.5,104,4.5,4.5,4.0,5,Barcelona,Certificate of Excellence 2019,,"Breakfast, Lunch"
The Benedict,€€-€€€,Y,Y,4.0,4.5,1449,4.5,4.5,4.5,526,Barcelona,Certificate of Excellence 2020,,"Breakfast, Dinner, Lunch"
Bo De Gracia,€€-€€€,Y,Y,6.0,4.5,748,4.0,4.5,3.5,246,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Chocolat-Box,€,N,N,7.0,4.5,210,4.5,4.0,4.5,54,Barcelona,Certificate of Excellence 2020,Spanish,Breakfast
La guingueta,€€-€€€,N,N,,3.0,240,3.5,3.5,4.0,13,Barcelona,,Spanish,Lunch
TocaTeca,€€-€€€,Y,Y,5.0,4.5,409,4.5,4.5,4.5,37,Barcelona,Certificate of Excellence 2020,,
Piu Restaurants,€€-€€€,Y,Y,7.0,3.5,589,3.5,3.5,4.0,77,Barcelona,Certificate of Excellence 2016,Italian,
Fast Kibuka,€€-€€€,Y,N,7.0,4.0,111,4.0,3.5,,10,Barcelona,,Japanese,
Udon Travessera,€€-€€€,Y,N,7.0,3.5,115,4.0,4.0,4.5,4,Barcelona,Certificate of Excellence 2015,Japanese,
Ginos Maremagnum,€€-€€€,Y,Y,7.0,3.5,273,3.5,3.5,4.0,14,Barcelona,,Italian,
chök - The Chocolate Kitchen,€€-€€€,N,N,7.0,4.5,1210,4.5,4.5,4.5,377,Barcelona,Certificate of Excellence 2020,,
Giulietta Cafe,€€-€€€,Y,Y,7.0,4.0,206,4.5,4.0,4.5,43,Barcelona,Certificate of Excellence 2019,,"Breakfast, Lunch"
Las Sorrentinas,€,Y,N,7.0,4.5,293,4.5,4.0,4.0,69,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Asia Amb Gracia,€,Y,N,7.0,4.0,159,4.5,4.0,4.0,10,Barcelona,Certificate of Excellence 2016,Japanese,
Frank4,€,N,N,,3.0,117,3.5,3.5,3.0,2,Barcelona,,Spanish,"Dinner, Lunch"
Pans & Company,€,N,N,7.0,3.5,155,3.5,3.5,3.5,9,Barcelona,,,"Breakfast, Lunch"
En Diagonal Bar,€,Y,Y,6.0,4.5,701,4.5,5.0,5.0,174,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Quinoa Bar Vegetaria,€,Y,Y,7.0,4.5,441,4.5,4.5,4.5,127,Barcelona,Certificate of Excellence 2020,,"Dinner, Lunch"
Bar Casi,€,N,N,5.0,4.5,937,4.5,5.0,4.0,218,Barcelona,Certificate of Excellence 2020,,
Martinez,€€-€€€,N,Y,7.0,3.5,1537,3.5,3.5,4.0,126,Barcelona,,,
Mil Miralls,€€-€€€,N,N,7.0,3.5,118,3.5,3.5,3.5,8,Barcelona,,Spanish,Dinner
Lo Pinyol,€€-€€€,N,N,6.0,4.5,175,4.5,4.5,4.5,28,Barcelona,Certificate of Excellence 2020,,
Tasca I Vins,€,N,N,7.0,3.5,325,3.5,3.5,3.0,11,Barcelona,,Spanish,"Dinner, Lunch"
Ardevol,€€-€€€,Y,Y,,4.5,220,4.5,4.0,4.0,67,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
UDON Glories,€€-€€€,Y,N,7.0,3.5,172,3.5,4.0,3.5,11,Barcelona,,Japanese,
Hogan's Barcelona,€€-€€€,N,N,7.0,4.0,192,4.0,4.5,4.5,61,Barcelona,Certificate of Excellence 2017,,
Número Nueve,€€-€€€,N,N,7.0,4.5,234,4.5,4.5,4.5,78,Barcelona,Certificate of Excellence 2019,Spanish,
Tapa Tapa Xiringuito,€€-€€€,N,N,7.0,3.0,519,3.5,3.5,3.5,38,Barcelona,,Spanish,Lunch
Bar-Restaurante Muy Buenas,€€-€€€,N,N,,4.5,168,4.5,4.0,,19,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
DonCurado Tasting Barcelona,€€-€€€,Y,Y,6.0,4.0,355,4.0,4.0,4.0,45,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Fresc Co,€,Y,N,7.0,3.5,144,3.5,3.5,3.0,12,Barcelona,,Spanish,
Dionisos Greek Restaurants,€€-€€€,Y,Y,7.0,4.0,223,4.0,4.0,4.0,22,Barcelona,Certificate of Excellence 2020,Greek,
Mamma Italia,€€-€€€,Y,N,7.0,4.5,248,4.5,4.5,4.5,38,Barcelona,Certificate of Excellence 2020,Italian,
Surf House Barcelona,€€-€€€,Y,Y,5.0,4.0,1119,4.5,4.0,4.5,212,Barcelona,Certificate of Excellence 2020,,"Dinner, Lunch"
Can Oliva,€€-€€€,N,N,7.0,4.5,128,4.5,4.5,3.0,12,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Bon Marisc,€,N,N,,4.0,344,3.5,4.0,3.5,97,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Carrot Cafe,€€-€€€,N,N,6.0,4.0,243,4.5,3.5,4.0,11,Barcelona,Certificate of Excellence 2016,,"Dinner, Lunch"
Ostres! Quin raconet,€€-€€€,N,Y,7.0,3.5,257,3.5,3.0,,4,Barcelona,,Spanish,"Dinner, Lunch"
Häagen-Dazs,€€-€€€,N,N,7.0,4.0,152,4.0,3.5,3.5,18,Barcelona,Certificate of Excellence 2017,,
Garlana,€€-€€€,N,N,7.0,4.5,303,4.5,4.5,3.5,33,Barcelona,Certificate of Excellence 2020,Spanish,
Lucano,€€-€€€,N,N,7.0,3.5,114,4.0,4.0,3.0,13,Barcelona,Certificate of Excellence 2016,Spanish,"Breakfast, Dinner, Lunch"
Heladeria Maximum,€€-€€€,N,N,7.0,3.5,105,3.5,3.0,3.5,8,Barcelona,,Spanish,Breakfast
Chocolat-Box,€€-€€€,N,N,7.0,4.0,170,4.0,3.5,4.0,36,Barcelona,Certificate of Excellence 2020,,"Breakfast, Dinner, Lunch"
Bacoa,€€-€€€,Y,N,7.0,4.5,1747,4.5,4.0,4.0,358,Barcelona,Certificate of Excellence 2020,American,
La Xula Taperia,€€-€€€,N,Y,7.0,4.0,265,4.5,4.0,4.5,34,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Lukumas,€,N,N,,4.5,129,4.5,4.5,4.0,32,Barcelona,Certificate of Excellence 2019,,Breakfast
Pan & Oli,€€-€€€,N,N,6.0,4.5,203,4.5,4.0,4.0,15,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Le Bouchon,€€-€€€,N,N,7.0,4.0,200,4.0,4.0,4.0,47,Barcelona,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
Pizzeria Ninones,€€-€€€,N,N,7.0,3.0,117,3.5,3.0,3.0,3,Barcelona,,Italian,"Dinner, Lunch"
Tomoe,€€-€€€,N,N,7.0,4.0,136,4.5,4.0,4.0,11,Barcelona,Certificate of Excellence 2017,Japanese,
La Bodega D'en Rafel,€,N,N,6.0,4.0,156,4.0,4.0,,16,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
365 Cafe,€,N,N,,4.0,534,4.0,4.0,4.0,101,Barcelona,Certificate of Excellence 2019,,"Breakfast, Lunch"
Morro Fi,€€-€€€,N,N,7.0,4.0,163,4.0,4.0,4.5,24,Barcelona,Certificate of Excellence 2017,Spanish,Lunch
Bodega 1900,€€-€€€,N,N,5.0,4.5,1143,4.5,4.5,4.0,364,Barcelona,,Spanish,"Dinner, Lunch"
Arturo,€€-€€€,N,Y,6.0,4.5,171,4.5,4.5,4.0,6,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Soda Bus,€€-€€€,Y,Y,3.0,4.5,246,4.0,4.0,4.5,17,Barcelona,Certificate of Excellence 2018,American,"Dinner, Lunch"
Lexis Restaurant & Cocktail Bar,€€-€€€,N,N,7.0,4.0,438,4.5,4.5,4.5,82,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
El Pachuco,€,N,N,7.0,4.5,1012,4.5,4.0,4.0,286,Barcelona,Certificate of Excellence 2020,Mexican,"Dinner, Lunch"
La caseta del migdia,€€-€€€,N,N,5.0,2.5,155,2.5,2.5,4.0,2,Barcelona,,Spanish,
BierCaB,€€-€€€,N,N,6.0,4.5,738,4.0,4.5,4.0,202,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurante Barceloneta,€€€€,N,N,7.0,4.0,3345,4.0,4.0,4.0,383,Barcelona,Certificate of Excellence 2017,,
Sopa,€€-€€€,Y,Y,7.0,4.0,177,4.0,3.5,4.5,23,Barcelona,Certificate of Excellence 2017,,
Bodega Els Sortidors del Parlament,€€-€€€,N,Y,6.0,4.0,251,4.0,4.0,4.5,25,Barcelona,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
Gran Torino Garage Bar,€€-€€€,N,N,6.0,4.5,172,4.5,4.5,4.5,58,Barcelona,Certificate of Excellence 2020,Italian,
Las Cuatro Encinas,€€-€€€,Y,N,6.0,4.5,109,4.0,4.5,4.5,11,Barcelona,Certificate of Excellence 2018,Spanish,
Bismillah Kebabish,€,N,N,7.0,4.0,276,4.5,3.5,3.5,58,Barcelona,Certificate of Excellence 2020,Middle Eastern,"Dinner, Lunch"
Tostaderos Bon Mercat,€,N,N,6.0,4.5,127,4.0,4.0,4.5,45,Barcelona,Certificate of Excellence 2020,,Breakfast
Bar Brutal,€€-€€€,N,N,3.0,4.0,629,4.0,4.0,4.5,169,Barcelona,Certificate of Excellence 2020,,
Taco Love,€€-€€€,Y,N,,4.5,106,4.5,4.5,4.5,27,Barcelona,,,
ORIO BCN Born,€€-€€€,Y,Y,4.0,4.0,368,4.0,4.0,4.0,42,Barcelona,Certificate of Excellence 2017,Spanish,
MonDoré,€€-€€€,Y,Y,5.0,4.5,733,4.5,4.5,4.5,133,Barcelona,Certificate of Excellence 2020,Spanish,
Ocho Bcn,€€-€€€,N,Y,5.0,4.5,215,4.5,4.5,4.0,46,Barcelona,Certificate of Excellence 2019,Latin,"Dinner, Lunch"
Kyoka,€€-€€€,N,N,5.0,3.0,203,3.0,3.0,4.5,10,Barcelona,,Japanese,"Dinner, Lunch"
Les Delicies,€€-€€€,Y,Y,7.0,4.5,201,4.0,4.5,4.5,12,Barcelona,Certificate of Excellence 2019,Spanish,
Chocolat-Box,€€-€€€,N,N,7.0,4.0,145,4.5,4.0,5.0,26,Barcelona,Certificate of Excellence 2017,Spanish,"Breakfast, Dinner"
L'antic Colmado,€€-€€€,N,N,6.0,4.0,169,4.0,4.0,4.5,3,Barcelona,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
Quinto Pino,€€-€€€,N,Y,7.0,3.0,208,3.5,3.0,3.5,3,Barcelona,,Spanish,"Dinner, Lunch"
El Tiet Taver-Teca Taverna Gastronomica,€€-€€€,Y,Y,6.0,4.5,348,4.5,4.5,4.5,58,Barcelona,Certificate of Excellence 2020,Spanish,
La Gilda,€€-€€€,Y,Y,6.0,4.5,133,4.5,5.0,4.5,27,Barcelona,Certificate of Excellence 2018,Spanish,
Gent del Barri,€,N,N,7.0,4.0,132,4.0,4.0,4.0,20,Barcelona,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
Insolita Gea,€€-€€€,Y,Y,6.0,4.5,261,4.5,4.5,4.0,57,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
L’Empanat,€€-€€€,Y,N,7.0,4.0,292,4.0,4.0,4.5,10,Barcelona,Certificate of Excellence 2017,American,
Brunch & Cake,€€-€€€,Y,Y,7.0,4.0,509,4.5,4.0,4.5,119,Barcelona,Certificate of Excellence 2020,,
La Balmesina,€€-€€€,Y,Y,6.0,4.0,212,4.5,4.0,,20,Barcelona,Certificate of Excellence 2019,Italian,
La Paradeta Meridiana,€€-€€€,N,N,6.0,4.0,119,4.5,3.5,3.5,6,Barcelona,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
El Corner del Taulat,€€-€€€,N,N,7.0,3.5,115,3.5,3.5,4.0,15,Barcelona,,Spanish,Dinner
Nata Lisboa,€,N,N,7.0,4.0,152,4.0,4.0,4.5,15,Barcelona,Certificate of Excellence 2017,Portuguese,"Breakfast, Lunch"
Restaurant Del Barri,€,Y,N,7.0,4.5,133,4.5,4.5,4.0,41,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Fusion Restaurant Tapas,€€-€€€,N,N,,2.5,177,3.0,3.5,3.5,0,Barcelona,,Spanish,
LABARRA Westside,€€-€€€,Y,Y,7.0,3.5,954,4.0,3.0,4.0,57,Barcelona,,Spanish,"Dinner, Lunch"
Restaurante Luri,€€-€€€,N,N,7.0,4.0,309,4.0,3.5,4.0,7,Barcelona,Certificate of Excellence 2016,Japanese,"Dinner, Lunch"
L'Antiquari,€€-€€€,N,N,,4.0,134,4.0,4.0,4.0,26,Barcelona,Certificate of Excellence 2019,Spanish,
Can Vador Illa Diagonal,€€-€€€,Y,Y,7.0,4.0,236,4.0,4.0,4.0,6,Barcelona,,Spanish,
Lonja De Tapas - Jaume I,€€-€€€,N,N,7.0,4.0,414,4.0,4.0,4.0,64,Barcelona,,Spanish,"Dinner, Lunch"
Rakumi Restaurant,€€-€€€,N,N,6.0,3.5,121,4.0,4.0,3.5,12,Barcelona,Certificate of Excellence 2015,Japanese,"Dinner, Lunch"
Pita Gyros,€,Y,N,7.0,4.5,245,4.5,4.5,3.5,70,Barcelona,Certificate of Excellence 2020,Greek,"Dinner, Lunch"
Bodega Padua Bar-Restaurante,€€-€€€,N,N,6.0,4.0,105,4.0,4.0,4.5,7,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Tandoori Nights,€,Y,Y,7.0,4.5,861,4.5,4.5,4.0,277,Barcelona,Certificate of Excellence 2020,Indian,
Xurreria Trebol,€,N,N,7.0,4.5,210,4.5,4.5,3.5,63,Barcelona,Certificate of Excellence 2020,,
McDonald's,€,N,N,7.0,3.0,390,3.0,3.5,3.5,8,Barcelona,,American,
Burger King,€,N,N,7.0,3.0,107,3.5,3.5,3.0,3,Barcelona,,,"Dinner, Lunch"
La Antigua Cabana,€,Y,Y,7.0,4.5,575,4.5,4.5,3.5,161,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Ceviche 103,€€-€€€,Y,Y,7.0,4.0,785,4.0,4.0,4.0,37,Barcelona,Certificate of Excellence 2015,Peruvian,
El Rincon Del Cava,€,N,N,6.0,4.0,114,4.0,4.5,4.0,29,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Farggi,€€-€€€,N,N,7.0,4.0,152,3.5,4.0,3.5,18,Barcelona,,,Breakfast
Restaurante Cafeteria Palermo,€€-€€€,N,Y,,4.5,233,4.5,5.0,3.5,44,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
La Informal,€€-€€€,Y,Y,7.0,4.0,342,4.0,4.0,4.0,36,Barcelona,Certificate of Excellence 2018,American,
Gaudim Restaurant,€€-€€€,Y,Y,6.0,4.5,1102,4.5,4.5,4.0,383,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Petit Pau Restaurant,€€-€€€,Y,Y,5.0,4.5,824,4.5,5.0,4.5,246,Barcelona,Certificate of Excellence 2020,Spanish,
Marisqueria Esthvan,€€-€€€,N,Y,6.0,4.5,209,5.0,4.5,,35,Barcelona,Certificate of Excellence 2020,Spanish,
Restaurant Cátedra,€€-€€€,Y,N,6.0,4.5,246,4.5,4.5,,41,Barcelona,Certificate of Excellence 2020,,
Ken Restaurante,€€-€€€,N,N,6.0,4.0,226,4.0,3.5,3.0,12,Barcelona,Certificate of Excellence 2016,Japanese,"Dinner, Lunch"
Kurz&Gut La Maquinista,€,N,N,7.0,3.0,211,3.0,2.5,3.5,2,Barcelona,,,"Dinner, Lunch"
Forn De Sant Jaume,€€-€€€,N,N,7.0,4.0,116,4.5,4.0,4.0,23,Barcelona,Certificate of Excellence 2017,,Breakfast
Caruso,€€-€€€,N,N,7.0,3.0,701,3.0,3.0,3.5,58,Barcelona,,Italian,
Restaurant Maccabi,€€-€€€,Y,Y,7.0,4.0,619,4.0,4.0,4.0,176,Barcelona,Certificate of Excellence 2020,Middle Eastern,"Dinner, Lunch"
Ale&Hop,€€-€€€,Y,N,5.0,4.0,252,4.0,4.0,4.0,61,Barcelona,Certificate of Excellence 2019,,
Les Truites,€€-€€€,N,N,5.0,4.0,153,4.5,4.0,3.5,8,Barcelona,Certificate of Excellence 2020,Spanish,
LA CUINA DE LA MAMA,€,N,N,7.0,4.5,647,4.5,4.5,3.5,90,Barcelona,Certificate of Excellence 2020,Italian,
Konig Barcelona Centro,€,Y,Y,7.0,4.0,940,4.0,4.0,3.5,34,Barcelona,Certificate of Excellence 2016,Spanish,
BARRAVAS,€€-€€€,N,N,5.0,4.5,193,4.5,4.5,4.0,38,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Surya Pau Claris,€€-€€€,Y,Y,7.0,4.0,655,4.0,4.0,4.5,153,Barcelona,Certificate of Excellence 2020,Indian,
Tosca Palau,€€-€€€,Y,Y,7.0,4.5,2504,4.5,4.5,4.5,855,Barcelona,Certificate of Excellence 2020,Spanish,
MILO GRILL,€€-€€€,N,Y,7.0,4.0,1017,4.0,4.0,4.5,30,Barcelona,Certificate of Excellence 2018,Latin,
La Aurelia,€€-€€€,N,N,,4.5,128,4.5,4.5,4.0,10,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Casa Palet,€€-€€€,N,Y,6.0,4.5,173,4.5,4.5,4.0,14,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
A Ruta Gallega,€€-€€€,N,N,7.0,3.5,124,3.5,3.5,3.0,7,Barcelona,,Spanish,"Dinner, Lunch"
Florida 119 Grill Brasería,€€-€€€,Y,Y,7.0,4.0,256,4.0,4.0,,27,Barcelona,Certificate of Excellence 2020,,"Dinner, Lunch"
Shokudo,€,N,N,7.0,4.0,141,4.0,3.5,,0,Barcelona,Certificate of Excellence 2018,Japanese,"Dinner, Lunch"
El Mexicano de Barcelona,€€-€€€,N,N,6.0,4.0,261,4.5,4.0,3.5,6,Barcelona,Certificate of Excellence 2020,Mexican,"Dinner, Lunch"
Senyor Vermut,€€-€€€,N,Y,6.0,4.5,382,4.5,4.0,4.5,29,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Panam '75,€€-€€€,N,N,6.0,4.5,414,4.5,4.5,4.5,58,Barcelona,Certificate of Excellence 2020,American,Dinner
La Fourmi,€,N,N,7.0,4.5,126,4.0,4.0,4.0,15,Barcelona,Certificate of Excellence 2019,Spanish,
McDonald's,€,N,N,,3.5,228,3.5,3.5,4.0,20,Barcelona,,American,"Breakfast, Lunch"
Can Ros,€,N,N,6.0,4.0,140,4.0,3.5,4.0,11,Barcelona,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
Koyuki,€€-€€€,N,N,6.0,4.0,110,4.0,4.0,4.0,14,Barcelona,Certificate of Excellence 2017,Japanese,"Dinner, Lunch"
Come Come,€€-€€€,N,N,7.0,3.5,114,3.5,4.0,4.0,4,Barcelona,,Spanish,"Dinner, Lunch"
Vitali Pizza,€,Y,Y,7.0,4.0,149,4.5,4.5,,2,Barcelona,Certificate of Excellence 2019,Italian,
El Burro Chilango,€€-€€€,N,N,6.0,3.5,133,4.0,4.0,4.0,0,Barcelona,,Mexican,"Dinner, Lunch"
Can Punyetes,€,N,N,7.0,4.0,112,4.0,4.0,4.0,6,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Fresc Co,€,Y,N,7.0,3.5,172,3.5,3.5,3.5,9,Barcelona,,,
Pikio Taco,€,N,Y,7.0,4.0,327,4.5,4.0,,73,Barcelona,Certificate of Excellence 2019,Mexican,
Why Not Gastro Bar,€€-€€€,N,N,5.0,5.0,124,4.5,5.0,5.0,44,Barcelona,Certificate of Excellence 2019,,"Breakfast, Lunch"
Louise Se Va,€,N,N,7.0,4.5,128,4.0,4.0,4.0,1,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurante Can Roca,€€-€€€,N,N,7.0,4.0,120,4.0,3.5,3.5,4,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Il Pomo d'Oro,€€-€€€,Y,N,,3.5,121,4.0,4.0,4.0,4,Barcelona,,Italian,
La Piemontesa,€€-€€€,Y,Y,7.0,4.0,358,3.5,4.0,4.0,59,Barcelona,,Italian,
Madre Lievito,€€-€€€,Y,N,7.0,4.0,501,4.0,3.5,4.0,46,Barcelona,Certificate of Excellence 2017,Italian,
Ristorante Margherita,€€-€€€,Y,Y,7.0,4.5,2415,4.5,4.5,4.5,726,Barcelona,Certificate of Excellence 2020,Italian,
The Box,€,N,N,5.0,4.5,1072,4.5,5.0,4.5,444,Barcelona,Certificate of Excellence 2020,,
Argentinisimo,€,Y,N,6.0,4.5,586,4.5,5.0,,34,Barcelona,Certificate of Excellence 2020,Latin,
Can Cuxart,€€-€€€,N,N,6.0,3.5,108,3.0,3.0,,0,Barcelona,,Spanish,"Breakfast, Dinner, Lunch"
La Taberna de l'Eixample Venezolanos,€€-€€€,N,N,5.0,4.5,148,4.5,4.5,4.0,19,Barcelona,Certificate of Excellence 2020,Latin,"Dinner, Lunch"
Restaurante Taparazzi,€€-€€€,N,N,7.0,4.0,173,3.5,3.5,4.0,5,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Musta Shawarma,€,N,N,6.0,4.5,110,4.5,4.0,3.0,18,Barcelona,Certificate of Excellence 2019,Middle Eastern,"Dinner, Lunch"
Taverna La Llesca,€€-€€€,N,N,6.0,3.5,107,4.0,3.5,3.5,2,Barcelona,,Spanish,"Dinner, Lunch"
La Donuteria,€€-€€€,N,N,7.0,4.0,188,4.5,4.0,4.0,29,Barcelona,Certificate of Excellence 2018,,Breakfast
El Manolo,€€-€€€,N,N,6.0,3.5,189,3.5,3.5,4.5,4,Barcelona,,Spanish,"Breakfast, Dinner, Lunch"
Casa Pascual,€€-€€€,N,N,7.0,4.0,389,4.0,4.0,4.0,57,Barcelona,Certificate of Excellence 2017,Spanish,"Breakfast, Dinner, Lunch"
La Tropa,€,N,Y,7.0,3.5,214,3.5,3.5,4.0,12,Barcelona,Certificate of Excellence 2015,American,
Cafe Cometa,€€-€€€,Y,N,7.0,4.0,325,4.0,4.0,4.5,61,Barcelona,Certificate of Excellence 2019,,
Restaurante Voramar,€€-€€€,N,Y,7.0,4.0,447,3.5,3.5,,118,Barcelona,Certificate of Excellence 2020,Spanish,
Ruixian sushi,€€-€€€,N,N,7.0,3.0,102,3.5,3.0,3.0,5,Barcelona,,Japanese,Dinner
maccaroni,€€-€€€,Y,N,7.0,4.5,597,4.5,4.5,4.0,217,Barcelona,Certificate of Excellence 2020,Italian,
Starbucks Rambla Canaletas,€€-€€€,N,Y,7.0,3.5,269,3.5,3.5,4.0,20,Barcelona,,,Breakfast
Barestaurant L'Univers,€€-€€€,N,N,6.0,4.0,185,4.0,4.0,,29,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Lunch"
Starbucks Moll d'Espanya,€€-€€€,N,N,7.0,3.5,244,3.5,3.5,3.5,16,Barcelona,,,Breakfast
Lolita Barceloneta,€€-€€€,N,N,7.0,3.5,267,3.5,3.5,4.0,30,Barcelona,,Spanish,"Dinner, Lunch"
Las Fritas,€,Y,N,7.0,4.5,234,4.5,4.5,3.5,52,Barcelona,Certificate of Excellence 2020,,Lunch
Café Escac,€,N,N,1.0,3.0,178,3.5,3.0,,11,Barcelona,,Spanish,
La Llimona,€,N,N,6.0,4.5,300,4.0,4.5,4.0,40,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Pizze E Delizie,€,Y,N,6.0,4.5,160,4.5,4.5,5.0,27,Barcelona,Certificate of Excellence 2019,Italian,
Els Pollos de Llull,€,N,N,7.0,3.5,150,3.5,3.5,3.5,7,Barcelona,,Spanish,"Dinner, Lunch"
Cañas y Tapas,€€-€€€,N,N,4.0,3.0,198,3.0,3.0,3.0,12,Barcelona,,Spanish,
Restaurante Peruano Andino,€€-€€€,N,N,7.0,4.0,108,4.0,4.0,,7,Barcelona,,Peruvian,"Dinner, Lunch"
El Tastet de L'Artur,€€-€€€,Y,N,5.0,4.5,424,4.5,4.5,4.5,103,Barcelona,Certificate of Excellence 2020,Spanish,
La Trini,€€-€€€,Y,N,7.0,4.0,361,4.0,4.0,3.5,35,Barcelona,,Spanish,
La Surena Cerveceria,€,N,N,,3.5,176,3.5,3.5,4.5,8,Barcelona,Certificate of Excellence 2016,Spanish,
Pork Boig Per Tu,€€-€€€,N,Y,4.0,4.0,410,4.0,4.0,3.5,92,Barcelona,Certificate of Excellence 2020,Spanish,
Pepito Restaurante,€€-€€€,N,N,7.0,4.5,1390,4.5,4.5,4.5,207,Barcelona,,,
Ole Mallorca,€€-€€€,N,N,,4.0,164,4.0,4.0,4.0,21,Barcelona,Certificate of Excellence 2018,Spanish,"Breakfast, Dinner, Lunch"
Sweet Gaufre,€,N,N,7.0,4.0,163,4.0,4.0,4.0,25,Barcelona,Certificate of Excellence 2017,,
Tomy Tapas,€€-€€€,N,N,7.0,4.5,141,4.5,4.5,,9,Barcelona,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
Prado de Flores,€€-€€€,Y,Y,7.0,4.0,673,4.0,4.5,4.0,138,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
El Pi Restaurant,€€-€€€,N,N,7.0,4.0,223,4.0,4.0,4.5,2,Barcelona,Certificate of Excellence 2020,Japanese,"Dinner, Lunch"
KFC,€,N,N,7.0,3.0,147,3.0,3.0,3.5,3,Barcelona,,,Dinner
