"price_level","vegan_options","awards","gluten_free","cuisines","original_location","open_days_per_week","avg_rating","total_reviews_count","food","service","atmosphere","excellent","meals"
"medium","Y","Certificate of Excellence 2020","N","European","Barcelonès",7,4.5,835,4.5,4.5,4.5,130,"NoAnswer"
"medium","Y","Certificate of Excellence 2019","Y","European","Barcelonès",7,4,106,4,4,4,15,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Asian","Barcelonès",6,4.5,147,4.5,4.5,4,23,"NoAnswer"
"medium","N","Certificate of Excellence 2020","N","American","Barcelonès",7,4,733,3.5,4,4.5,184,"LunchDinner"
"medium","N","Certificate of Excellence 2020","N","Others","Barcelonès",7,4.5,3780,4.5,4.5,4,1071,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,416,4.5,4.5,4,92,"NoAnswer"
"low","Y","Certificate of Excellence 2020","Y","Latin American","Barcelonès",7,4.5,246,4.5,4.5,4,42,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","Asian","Barcelonès",5,4.5,106,4.5,4.5,4,23,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",NA,4.5,185,4.5,4.5,4,18,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,482,4.5,4.5,4,50,"NoAnswer"
"low","Y","Certificate of Excellence 2016","N","Asian","Barcelonès",7,4,1332,4,3.5,4,195,"LunchDinner"
"high","Y","Not Awarded","Y","European","Barcelonès",7,4.5,260,4.5,4.5,4,53,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Healthy","Barcelonès",7,4.5,286,4,4,4,33,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,275,4.5,4.5,4,28,"NoAnswer"
"low","N","Not Awarded","N","Latin American","Barcelonès",NA,4,152,4.5,4,4,52,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4,290,4,4,4,66,"LunchDinner"
"medium","Y","Certificate of Excellence 2019","Y","European","Barcelonès",7,4.5,114,4.5,4.5,4,24,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",5,5,418,4.5,5,5,103,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Healthy","Barcelonès",7,5,944,5,5,5,480,"BreakfastLunch"
"high","N","Not Awarded","N","Others","Barcelonès",NA,4.5,201,4.5,4.5,4,51,"Others"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,115,4.5,4.5,4,28,"NoAnswer"
"medium","N","Not Awarded","N","European","Barcelonès",7,3.5,146,4,4,4,16,"NoAnswer"
"medium","N","Not Awarded","N","European","Barcelonès",6,3.5,288,3.5,4,3.5,30,"LunchDinner"
"medium","N","Certificate of Excellence 2019","N","European","Barcelonès",6,4.5,158,4.5,4.5,4,14,"LunchDinner"
"high","N","Not Awarded","Y","European","Barcelonès",6,4.5,300,4.5,4,4,13,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","Latin American","Barcelonès",5,4.5,215,4.5,4.5,4,63,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","N","Fusion / International","Barcelonès",NA,4.5,105,4.5,4.5,4,12,"NoAnswer"
"high","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,124,4.5,4.5,4,13,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",NA,4.5,102,4.5,4.5,4,4,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","Asian","Barcelonès",7,4.5,165,4.5,4,4,24,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","American","Barcelonès",7,4.5,233,4.5,4.5,4,28,"NoAnswer"
"medium","Y","Not Awarded","Y","European","Barcelonès",6,4.5,325,5,5,4.5,35,"NoAnswer"
"medium","N","Certificate of Excellence 2019","N","Others","Barcelonès",7,4,491,4.5,4.5,4.5,69,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","N","European","Barcelonès",7,4,139,3.5,3.5,3.5,14,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","Others","Barcelonès",6,4.5,159,4.5,4.5,4,9,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","N","European","Barcelonès",7,4,319,4,4,4,41,"LunchDinner"
"medium","Y","Not Awarded","Y","European","Barcelonès",7,4.5,1619,4.5,4.5,4,276,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,5,195,5,5,5,25,"NoAnswer"
"medium","N","Not Awarded","Y","European","Barcelonès",5,4,196,4,4,4,20,"NoAnswer"
"low","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,334,4.5,4.5,4,133,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,134,4.5,4.5,4,22,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","American","Barcelonès",7,4.5,146,4.5,4.5,4,16,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,148,4.5,4.5,4,28,"NoAnswer"
"medium","N","Not Awarded","N","European","Barcelonès",7,3,108,3,3,3,10,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",3,4.5,316,4.5,4.5,4,92,"LunchDinner"
"medium","N","Not Awarded","N","European","Barcelonès",3,3.5,124,3.5,3.5,3.5,5,"NoAnswer"
"high","Y","Certificate of Excellence 2019","Y","European","Barcelonès",7,4,109,4,4.5,4.5,22,"NoAnswer"
"medium","Y","Not Awarded","Y","Asian","Barcelonès",NA,4,172,4,4,4,15,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Asian","Barcelonès",7,4.5,127,4.5,4.5,4,5,"NoAnswer"
"low","Y","Not Awarded","N","European","Barcelonès",7,4,153,4,4,4,22,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","American","Barcelonès",7,4.5,334,4.5,4.5,4,137,"NoAnswer"
"high","Y","Certificate of Excellence 2020","Y","European","Barcelonès",NA,4.5,189,4.5,4.5,4,26,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,848,4.5,4.5,4,193,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,5,315,4.5,4.5,4.5,67,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",4,4.5,777,4.5,4.5,4,331,"Drinks"
"low","Y","Certificate of Excellence 2020","N","European","Barcelonès",7,4.5,337,4.5,4.5,4,85,"NoAnswer"
"low","Y","Certificate of Excellence 2020","N","European","Barcelonès",7,4.5,564,4.5,4.5,4,145,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",4,4.5,270,4,4.5,4,50,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,573,4.5,4.5,4,163,"NoAnswer"
"medium","N","Certificate of Excellence 2020","N","American","Barcelonès",7,4.5,174,4.5,4.5,4,13,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",5,5,1104,5,5,5,369,"LunchDinner"
"low","Y","Certificate of Excellence 2019","N","European","Barcelonès",7,5,231,5,4.5,4.5,59,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,113,4.5,4.5,4,31,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,105,4.5,4.5,4,25,"NoAnswer"
"medium","Y","Certificate of Excellence 2019","Y","European","Barcelonès",7,4,205,4,4,4,47,"NoAnswer"
"medium","Y","Not Awarded","Y","European","Barcelonès",NA,3.5,174,3.5,4,3.5,40,"LunchDinner"
"medium","Y","Not Awarded","Y","Others","Barcelonès",7,4,399,3.5,4,4.5,74,"AllMeals"
"medium","Y","Certificate of Excellence 2020","Y","Asian","Barcelonès",7,5,2068,5,5,5,489,"NoAnswer"
"medium","N","Not Awarded","N","European","Barcelonès",7,3.5,166,4,3.5,4,6,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","American","Barcelonès",6,4.5,276,4.5,4.5,4,101,"AllMeals"
"low","Y","Certificate of Excellence 2020","N","European","Barcelonès",7,4.5,323,4.5,4.5,4,54,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Asian","Barcelonès",NA,4.5,170,4.5,4.5,4,21,"LunchDinner"
"medium","N","Not Awarded","N","European","Barcelonès",7,3.5,408,4,3.5,4,19,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",5,4.5,249,4.5,4.5,4,56,"NoAnswer"
"low","N","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,101,4,4,4,9,"NoAnswer"
"medium","Y","Certificate of Excellence 2019","Y","European","Barcelonès",7,4,195,4,4,4,45,"NoAnswer"
"high","N","Certificate of Excellence 2020","Y","American","Barcelonès",7,4.5,858,4.5,4.5,4,59,"NoAnswer"
"medium","N","Not Awarded","N","American","Barcelonès",7,3.5,275,3.5,3.5,3.5,15,"LunchDinner"
"medium","N","Not Awarded","Y","Latin American","Barcelonès",7,4.5,384,4.5,4.5,4,42,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","Asian","Barcelonès",7,4,140,4,3.5,3.5,5,"NoAnswer"
"high","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,362,4.5,4.5,4,9,"LunchDinner"
"medium","N","Certificate of Excellence 2017","N","European","Barcelonès",7,3.5,622,3.5,3.5,4,67,"Others"
"high","Y","Not Awarded","Y","European","Barcelonès",7,4,416,4,3.5,3.5,32,"LunchDinner"
"low","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,164,5,5,4.5,35,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Others","Barcelonès",7,4,251,4.5,4,4,47,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",4,4.5,924,5,5,4.5,215,"NoAnswer"
"medium","N","Certificate of Excellence 2020","N","European","Barcelonès",5,4.5,171,4.5,4.5,4,39,"NoAnswer"
"medium","N","Not Awarded","N","European","Barcelonès",NA,1.5,192,1.5,2,2,2,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Asian","Barcelonès",7,4.5,172,4.5,4.5,4,13,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","N","Latin American","Barcelonès",3,4.5,123,4.5,4.5,4,19,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Latin American","Barcelonès",7,4.5,473,4.5,4.5,4,95,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","American","Barcelonès",6,5,140,5,5,5,7,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","N","European","Barcelonès",NA,4,319,4,4,4,29,"LunchDinner"
"medium","N","Not Awarded","N","Others","Barcelonès",7,3.5,172,3.5,3.5,3.5,9,"NoAnswer"
"low","N","Not Awarded","N","European","Barcelonès",NA,2.5,1498,2.5,2.5,2.5,85,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Asian","Barcelonès",6,4,238,4,4,4,16,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,202,4.5,4.5,4,37,"LunchDinner"
"high","N","Certificate of Excellence 2020","N","Others","Barcelonès",7,4.5,163,4,4,4,28,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",NA,4.5,102,4.5,4.5,4,6,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",3,4,1465,3.5,3.5,4,175,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,3.5,305,3.5,3.5,3.5,20,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",NA,4,122,4,4,4,1,"NoAnswer"
"medium","N","Not Awarded","N","European","Barcelonès",7,4,4215,4,3.5,4,922,"AllMeals"
"medium","Y","Not Awarded","Y","European","Barcelonès",7,4.5,132,4,4,4,18,"NoAnswer"
"medium","N","Not Awarded","N","Others","Barcelonès",7,4,1623,4,4,4,218,"NoAnswer"
"medium","N","Not Awarded","N","European","Barcelonès",7,3.5,185,3.5,3.5,4,25,"LunchDinner"
"medium","N","Certificate of Excellence 2020","Y","Asian","Barcelonès",6,4.5,119,4.5,4.5,4,20,"NoAnswer"
"low","Y","Certificate of Excellence 2019","Y","European","Barcelonès",7,4.5,239,4,4.5,4,43,"NoAnswer"
"medium","Y","Not Awarded","Y","European","Barcelonès",5,4.5,485,4.5,4.5,4,75,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,555,4.5,4.5,4,127,"AllMeals"
"low","Y","Certificate of Excellence 2020","N","European","Barcelonès",7,4.5,130,4,4,4,27,"NoAnswer"
"medium","Y","Certificate of Excellence 2019","Y","European","Barcelonès",6,4.5,103,4.5,4.5,4,10,"NoAnswer"
"high","N","Certificate of Excellence 2020","Y","Asian","Barcelonès",5,5,122,5,5,5,15,"NoAnswer"
"high","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,150,4.5,4,4,20,"NoAnswer"
"medium","N","Not Awarded","N","European","Barcelonès",6,3.5,697,3.5,3.5,4,50,"LunchDinner"
"medium","N","Not Awarded","N","Others","Barcelonès",7,3,534,3,3.5,3.5,24,"Drinks"
"medium","N","Not Awarded","N","European","Barcelonès",7,3.5,252,3.5,3,3,21,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Latin American","Barcelonès",7,4,584,4.5,4,4,49,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","N","European","Barcelonès",5,4,249,4.5,4,4,6,"LunchDinner"
"medium","N","Not Awarded","N","European","Barcelonès",7,3.5,488,4,3.5,4,39,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,186,4.5,4.5,4,35,"NoAnswer"
"medium","N","Not Awarded","Y","European","Barcelonès",NA,3,110,3.5,3.5,3.5,10,"LunchDinner"
"medium","N","Certificate of Excellence 2020","N","Asian","Barcelonès",5,4.5,110,4.5,4.5,4,5,"NoAnswer"
"low","N","Certificate of Excellence 2020","N","Asian","Barcelonès",5,4,122,4.5,4,4,13,"NoAnswer"
"medium","Y","Certificate of Excellence 2019","Y","European","Barcelonès",NA,4,238,4,4,4,32,"NoAnswer"
"medium","N","Certificate of Excellence 2020","N","European","Barcelonès",6,4.5,123,4.5,5,4.5,20,"NoAnswer"
"medium","N","Not Awarded","N","American","Barcelonès",7,3,109,4,3.5,3.5,3,"LunchDinner"
"medium","N","Not Awarded","Y","European","Barcelonès",6,4.5,101,4.5,4.5,4,7,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,135,4,4.5,4,42,"NoAnswer"
"low","N","Not Awarded","N","Latin American","Barcelonès",7,3.5,130,4,4,4,9,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,5,576,5,4.5,4.5,157,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,459,4.5,4.5,4,108,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","Others","Barcelonès",6,4.5,306,5,4.5,4.5,130,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",5,4.5,450,4.5,5,4.5,101,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,211,4,4.5,4,47,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",NA,4,142,4,4,4,13,"LunchDinner"
"low","Y","Certificate of Excellence 2020","Y","Latin American","Barcelonès",NA,4.5,196,4.5,4.5,4,13,"LunchDinner"
"high","N","Not Awarded","N","European","Barcelonès",NA,2,120,3,3,3.5,4,"NoAnswer"
"high","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,433,4.5,4,4,58,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","N","Asian","Barcelonès",NA,4.5,177,4.5,4.5,4,29,"LunchDinner"
"medium","Y","Certificate of Excellence 2019","N","American","Barcelonès",5,4,165,3.5,3.5,3.5,38,"NoAnswer"
"medium","Y","Certificate of Excellence 2019","Y","European","Barcelonès",7,4.5,808,4.5,4.5,4,231,"NoAnswer"
"high","Y","Not Awarded","Y","European","Barcelonès",7,4,1120,4,4,4,169,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4,654,4,4,4,139,"AllMeals"
"medium","Y","Not Awarded","N","Asian","Barcelonès",6,4,103,4,4,3.5,25,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","N","European","Barcelonès",5,5,248,5,5,5,78,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,107,5,4.5,4.5,13,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,1819,4.5,4.5,4,435,"NoAnswer"
"medium","N","Certificate of Excellence 2017","N","European","Barcelonès",7,3.5,142,4,4,4,20,"AllMeals"
"medium","N","Not Awarded","N","European","Barcelonès",7,3,163,3,3.5,3.5,10,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,131,4.5,4.5,4,31,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",7,4,384,4,4,3.5,45,"NoAnswer"
"medium","Y","Not Awarded","N","European","Barcelonès",7,3.5,149,3.5,3.5,3.5,11,"NoAnswer"
"medium","N","Certificate of Excellence 2020","N","Latin American","Barcelonès",6,4.5,109,4,4,4,15,"LunchDinner"
"medium","N","Not Awarded","N","European","Barcelonès",NA,3.5,265,3.5,4,3.5,33,"LunchDinner"
"medium","N","Certificate of Excellence 2017","N","European","Barcelonès",5,4,106,4,4,4.5,5,"LunchDinner"
"medium","Y","Certificate of Excellence 2015","N","European","Barcelonès",7,3.5,313,3.5,4,4,49,"Drinks"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,139,4.5,4,4,17,"NoAnswer"
"medium","Y","Certificate of Excellence 2018","Y","Asian","Barcelonès",7,4,207,4.5,4,3.5,24,"NoAnswer"
"medium","Y","Certificate of Excellence 2019","Y","European","Barcelonès",7,4.5,379,4.5,4.5,4,119,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,703,4.5,5,4.5,126,"AllMeals"
"low","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,325,4.5,4.5,4,66,"LunchDinner"
"low","Y","Certificate of Excellence 2020","Y","Others","Barcelonès",7,5,175,4.5,5,5,91,"NoAnswer"
"low","N","Certificate of Excellence 2020","N","European","Barcelonès",7,5,287,5,4.5,4.5,85,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,667,4.5,4.5,4,143,"AllMeals"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,791,4.5,4.5,4,249,"NoAnswer"
"low","N","Not Awarded","N","Asian","Barcelonès",7,3,273,3,3,3,10,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","N","American","Barcelonès",6,5,188,5,5,5,24,"NoAnswer"
"high","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,194,4.5,5,4.5,45,"NoAnswer"
"high","N","Not Awarded","N","European","Barcelonès",5,5,128,5,5,5,26,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,1068,4,4,4,438,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4,103,4,4,4,7,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,540,4.5,4.5,4,278,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",7,4,439,4,4.5,4.5,40,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",3,4.5,134,5,5,4.5,46,"NoAnswer"
"medium","N","Not Awarded","Y","European","Barcelonès",5,4.5,104,4.5,4.5,4,0,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","Healthy","Barcelonès",4,4.5,139,4.5,4.5,4,39,"NoAnswer"
"medium","N","Not Awarded","N","American","Barcelonès",7,4,122,3.5,4,4.5,9,"LunchDinner"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",7,4,1132,3,3.5,3.5,229,"Drinks"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,800,4.5,5,4.5,404,"LunchDinner"
"low","Y","Certificate of Excellence 2020","N","European","Barcelonès",7,4.5,213,4.5,4,4,34,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Healthy","Barcelonès",7,5,809,5,5,5,340,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,139,4.5,4.5,4,16,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,295,4.5,4.5,4,60,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","N","European","Barcelonès",6,4.5,138,4.5,4,4,29,"LunchDinner"
"medium","N","Not Awarded","N","European","Barcelonès",7,4,111,4,4,4,13,"LunchDinner"
"medium","N","Not Awarded","N","European","Barcelonès",7,3.5,177,3.5,4,3.5,39,"LunchDinner"
"high","Y","Not Awarded","Y","European","Barcelonès",NA,4.5,130,4.5,4.5,4,22,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","N","European","Barcelonès",7,4.5,279,4.5,4.5,4,76,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Others","Barcelonès",7,4.5,106,4.5,4.5,4,35,"NoAnswer"
"medium","N","Certificate of Excellence 2020","N","Others","Barcelonès",6,5,1351,5,5,5,747,"NoAnswer"
"medium","N","Certificate of Excellence 2020","N","Others","Barcelonès",6,4.5,208,4.5,4,3.5,20,"Others"
"medium","Y","Not Awarded","Y","Asian","Barcelonès",7,4,885,4,3.5,4,34,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",5,4.5,194,4.5,4.5,4,20,"LunchDinner"
"high","N","Certificate of Excellence 2020","N","European","Barcelonès",NA,4.5,111,4.5,4.5,4,26,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","N","Others","Barcelonès",6,4,233,4,4,3,38,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,109,4.5,4,4,4,"NoAnswer"
"high","N","Not Awarded","Y","European","Barcelonès",NA,3.5,252,3.5,3.5,3.5,19,"NoAnswer"
"medium","N","Certificate of Excellence 2014","N","European","Barcelonès",6,3.5,120,4,3.5,3.5,16,"LunchDinner"
"medium","N","Not Awarded","N","European","Barcelonès",7,3.5,119,3.5,3.5,3,7,"AllMeals"
"high","N","Certificate of Excellence 2020","N","European","Barcelonès",7,4.5,223,4.5,4.5,4,36,"LunchDinner"
"medium","N","Certificate of Excellence 2020","N","European","Barcelonès",6,5,137,5,5,5,19,"LunchDinner"
"medium","Y","Not Awarded","Y","European","Barcelonès",7,4.5,531,4,4,4,137,"NoAnswer"
"medium","N","Certificate of Excellence 2019","Y","European","Barcelonès",NA,4,207,4.5,4,4,35,"NoAnswer"
"medium","N","Not Awarded","N","European","Barcelonès",7,2,302,2,2,2,11,"LunchDinner"
"medium","N","Certificate of Excellence 2013","N","European","Barcelonès",6,3.5,289,4,4,4,22,"LunchDinner"
"medium","N","Not Awarded","N","European","Barcelonès",7,3.5,440,3.5,3.5,4,18,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,285,4.5,4.5,4.5,98,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4,297,4,4,4,60,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,575,4.5,4.5,4.5,58,"NoAnswer"
"medium","N","Certificate of Excellence 2016","N","European","Barcelonès",7,3.5,167,3.5,4,3.5,11,"LunchDinner"
"medium","N","Certificate of Excellence 2020","N","European","Barcelonès",7,4,131,4,4,4,35,"LunchDinner"
"medium","N","Not Awarded","N","Latin American","Barcelonès",7,3.5,383,3.5,3,3.5,14,"LunchDinner"
"medium","N","Certificate of Excellence 2020","N","European","Barcelonès",3,4,113,4.5,4,4,31,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","Asian","Barcelonès",7,4.5,149,4.5,4.5,4,66,"NoAnswer"
"medium","N","Certificate of Excellence 2020","N","Latin American","Barcelonès",7,4,171,4.5,4.5,4.5,19,"NoAnswer"
"medium","N","Certificate of Excellence 2016","N","European","Barcelonès",NA,4,146,3.5,3.5,3.5,7,"LunchDinner"
"medium","N","Not Awarded","Y","European","Barcelonès",6,3.5,234,4,4,4,33,"NoAnswer"
"high","Y","Certificate of Excellence 2020","Y","European","Barcelonès",6,4,488,4,4,4,62,"NoAnswer"
"high","N","Not Awarded","Y","Asian","Barcelonès",4,4.5,1423,4.5,4.5,4.5,182,"LunchDinner"
"medium","N","Not Awarded","N","European","Barcelonès",6,3.5,391,3.5,3.5,3.5,21,"LunchDinner"
"low","N","Certificate of Excellence 2020","N","European","Barcelonès",NA,4,264,3.5,3.5,4,27,"Drinks"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,911,4.5,4.5,4,254,"AllMeals"
"high","N","Not Awarded","Y","European","Barcelonès",5,4.5,261,4.5,5,4.5,30,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,110,4.5,5,4.5,38,"NoAnswer"
"medium","N","Certificate of Excellence 2020","N","European","Barcelonès",7,4,1647,4,4,4,256,"LunchDinner"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",7,4,233,4.5,5,4.5,46,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4,1714,4,4,4,337,"LunchDinner"
"low","N","Certificate of Excellence 2020","Y","European","Barcelonès",6,4.5,126,4.5,4.5,4,20,"NoAnswer"
"high","N","Not Awarded","Y","European","Barcelonès",7,4.5,125,4.5,4,4,14,"LunchDinner"
"medium","N","Not Awarded","N","European","Barcelonès",3,3,728,3.5,3.5,3.5,48,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,772,4.5,4.5,4.5,81,"LunchDinner"
"high","N","Certificate of Excellence 2020","Y","European","Barcelonès",5,5,248,4.5,5,5,22,"LunchDinner"
"low","Y","Certificate of Excellence 2020","Y","European","Barcelonès",7,4.5,154,4,4,4,38,"NoAnswer"
"medium","N","Certificate of Excellence 2020","Y","Latin American","Barcelonès",6,4.5,1549,4.5,4.5,4.5,389,"NoAnswer"
"medium","Y","Certificate of Excellence 2020","N","European","Barcelonès",7,5,182,5,5,5,64,"NoAnswer"
"low","Y","Certificate of Excellence 2020","N","Asian","Barcelonès",NA,4.5,103,4.5,4.5,4,19,"LunchDinner"
"medium","Y","Certificate of Excellence 2020","Y","European","Barcelonès",5,4.5,231,4.5,4.5,4,81,"NoAnswer"
"medium","N","Certificate of Excellence 2017","Y","Others","Barcelonès",7,4.5,157,4.5,4.5,4.5,4,"NoAnswer"
"medium","Y","Certificate of Excellence 2018","Y","European","Barcelonès",7,4,133,4,4.5,4.5,1,"LunchDinner"
"medium","N","Certificate of Excellence 2020","N","European","Barcelonès",7,4.5,241,4.5,4.5,4,62,"LunchDinner"
"medium","N","Certificate of Excellence 2020","Y","European","Barcelonès",7,4,203,4.5,4.5,4.5,22,"NoAnswer"
"medium","N","Certificate of Excellence 2020","N","Latin American","Barcelonès",7,4,145,3.5,4,4.5,1,"LunchDinner"
