price_level,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,food,service,atmosphere,excellent,location,awards,cuisine,top_tag
€€-€€€,N,Y,7.0,4.5,512,4.5,4.5,4.0,96,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Catalan,Mid-range
€€-€€€,N,N,7.0,3.5,534,4.0,4.0,4.0,17,Barcelona,,European,Mid-range
€€€€,N,Y,6.0,4.5,560,4.5,4.5,4.0,65,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2011",Mediterranean,Fine Dining
€€-€€€,Y,N,7.0,3.5,255,3.5,3.5,3.5,35,Barcelona,,Indian,Mid-range
€€-€€€,N,N,5.0,4.0,194,4.0,4.0,4.0,26,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2015",Bar,Mid-range
€€-€€€,N,N,6.0,3.5,383,4.0,3.5,3.5,37,Barcelona,"Certificate of Excellence 2013, Certificate of Excellence 2012",Bar,Mid-range
€€-€€€,N,Y,5.0,4.5,527,4.5,4.5,4.5,277,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016",Steakhouse,Mid-range
€€-€€€,Y,N,7.0,3.5,212,3.5,3.5,2.5,47,Barcelona,Certificate of Excellence 2016,Indian,Mid-range
€,Y,N,7.0,4.5,252,4.5,4.0,3.5,35,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Italian,Cheap Eats
€€-€€€,N,N,7.0,4.0,310,4.0,4.0,4.0,74,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Irish,Mid-range
€€-€€€,Y,Y,7.0,4.5,5565,4.5,4.0,4.0,1342,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",Mediterranean,Mid-range
€€-€€€,N,N,,4.5,156,4.5,4.5,4.5,14,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,N,N,6.0,4.0,215,4.0,4.0,4.0,7,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2015",Bar,Mid-range
€€-€€€,N,N,7.0,3.5,154,4.0,4.0,4.0,12,Barcelona,Certificate of Excellence 2018,Mediterranean,Mid-range
€,N,N,7.0,4.5,108,4.5,4.5,,23,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017",,Cheap Eats
€€-€€€,N,N,6.0,4.0,159,3.5,3.5,3.5,24,Barcelona,Certificate of Excellence 2018,Bar,Mid-range
€,N,N,7.0,4.5,633,4.5,4.5,4.5,131,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",American,Cheap Eats
€€€€,N,N,7.0,3.5,663,4.0,4.0,4.0,58,Barcelona,,Mexican,Fine Dining
€€-€€€,N,N,7.0,2.5,227,3.0,3.0,3.5,9,Barcelona,,Mediterranean,Mid-range
€€-€€€,Y,Y,7.0,4.5,493,4.5,4.0,4.0,102,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Bar,Mid-range
€€-€€€,N,N,4.0,4.5,298,4.5,5.0,5.0,109,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Gastropub,Mid-range
€,Y,N,6.0,4.5,118,4.5,4.5,5.0,27,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Gastropub,Cheap Eats
€,N,N,6.0,3.5,431,3.5,3.5,4.0,45,Barcelona,,Bar,Cheap Eats
€€-€€€,Y,Y,7.0,4.0,349,3.5,3.5,,31,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016",Italian,Mid-range
€€-€€€,Y,Y,6.0,4.0,437,4.5,4.0,4.5,42,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Indian,Mid-range
€€-€€€,Y,N,6.0,5.0,109,5.0,5.0,5.0,23,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",,Mid-range
€€-€€€,N,N,5.0,4.5,113,4.0,4.0,,30,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Bar,Mid-range
€€-€€€,N,N,7.0,4.0,212,4.5,4.5,4.5,43,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2016",Bar,Mid-range
€€-€€€,Y,Y,7.0,4.0,602,4.0,4.0,4.5,64,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Italian,Mid-range
€€€€,Y,Y,5.0,5.0,478,5.0,5.0,,141,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Fine Dining
€,N,N,7.0,4.5,172,4.5,4.0,3.5,25,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",,Cheap Eats
€,N,N,,4.5,198,4.5,4.5,4.5,41,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",Bar,Cheap Eats
€€-€€€,Y,Y,7.0,4.0,932,4.0,4.0,4.0,104,Barcelona,,Mediterranean,Mid-range
€€-€€€,N,N,7.0,1.5,104,2.5,2.5,3.0,2,Barcelona,,,Mid-range
€€-€€€,N,N,6.0,4.0,127,4.0,4.5,4.5,3,Barcelona,Certificate of Excellence 2016,Mediterranean,Mid-range
€€-€€€,N,Y,7.0,4.0,284,4.0,4.0,4.5,42,Barcelona,Certificate of Excellence 2017,Sushi,Mid-range
€€-€€€,N,N,7.0,3.5,301,4.0,3.5,,10,Barcelona,,Steakhouse,Mid-range
€,N,N,7.0,5.0,102,4.5,5.0,5.0,15,Barcelona,"Certificate of Excellence 2017, Certificate of Excellence 2016",Mexican,Cheap Eats
€€-€€€,Y,N,6.0,4.5,124,4.5,4.5,4.5,30,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Cafe,Mid-range
€€-€€€,N,N,7.0,3.5,263,3.5,3.5,4.0,1,Barcelona,,Pizza,Mid-range
€€-€€€,N,N,6.0,4.0,138,4.0,4.0,4.0,8,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Spanish,Mid-range
€€-€€€,Y,Y,7.0,4.5,633,4.5,4.5,4.5,89,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Italian,Mid-range
€€-€€€,N,N,7.0,4.0,211,4.0,4.0,4.5,13,Barcelona,,Mediterranean,Mid-range
€,Y,N,6.0,4.5,225,4.5,4.5,4.5,46,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",European,Cheap Eats
€€-€€€,Y,Y,7.0,4.5,187,4.5,4.5,4.0,17,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",,Mid-range
€€-€€€,Y,Y,6.0,4.0,121,4.0,4.5,,9,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2016",Indian,Mid-range
€€€€,N,Y,7.0,4.5,170,4.5,4.5,4.5,35,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",International,Fine Dining
€€-€€€,Y,Y,6.0,4.5,329,4.5,4.5,4.5,34,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mexican,Mid-range
€€-€€€,Y,N,7.0,4.0,237,4.0,4.0,,47,Barcelona,Certificate of Excellence 2018,Mediterranean,Mid-range
€€-€€€,N,Y,6.0,4.0,106,4.5,4.0,3.5,3,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2017",Mediterranean,Mid-range
€€-€€€,N,N,5.0,4.5,207,4.5,4.5,4.5,101,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",,Mid-range
€€-€€€,N,N,,3.5,129,4.0,4.0,,4,Barcelona,,Spanish,Mid-range
€€-€€€,Y,Y,7.0,4.0,601,4.5,4.5,4.5,78,Barcelona,"Certificate of Excellence 2017, Certificate of Excellence 2016",Steakhouse,Mid-range
€€-€€€,Y,Y,5.0,4.5,1298,4.5,4.5,4.5,356,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,Y,Y,5.0,4.5,290,4.5,4.5,4.5,31,Barcelona,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Simple restaurant",Japanese,Mid-range
€€-€€€,Y,N,4.0,4.5,233,4.5,4.0,,100,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Cafe,Mid-range
€,Y,Y,7.0,4.5,160,4.5,4.5,5.0,19,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Italian,Cheap Eats
€,N,N,,4.5,539,4.5,4.0,4.5,136,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Spanish,Cheap Eats
€€-€€€,Y,Y,6.0,4.0,139,4.0,4.0,,5,Barcelona,Certificate of Excellence 2017,Mediterranean,Mid-range
€€-€€€,N,N,,3.5,129,4.0,3.5,4.0,14,Barcelona,Certificate of Excellence 2016,French,Mid-range
€€-€€€,Y,N,6.0,4.5,330,4.5,4.5,4.5,31,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Italian,Mid-range
€€-€€€,Y,Y,6.0,4.5,855,4.5,4.5,4.5,404,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€,N,N,7.0,4.0,247,4.0,4.0,,69,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",American,Cheap Eats
€€-€€€,N,Y,6.0,3.5,119,4.0,3.5,4.0,1,Barcelona,Certificate of Excellence 2018,Japanese,Mid-range
€€-€€€,N,Y,,4.0,440,4.0,4.0,4.0,80,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Spanish,Mid-range
€€-€€€,Y,N,6.0,4.0,258,4.0,4.0,4.0,35,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2016, Certificate of Excellence 2014, Certificate of Excellence 2013",Mediterranean,Mid-range
€,N,N,7.0,4.0,1889,4.0,4.0,4.0,358,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",,Cheap Eats
€€-€€€,Y,Y,7.0,4.5,306,4.5,4.5,4.0,40,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€€€,Y,Y,7.0,4.0,699,4.0,4.0,4.0,88,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Mediterranean,Fine Dining
€€€€,N,Y,1.0,4.0,409,4.0,4.0,4.5,21,Barcelona,"Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant",Mediterranean,Fine Dining
€€-€€€,N,N,7.0,4.0,820,4.0,3.5,4.0,134,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017, Certificate of Excellence 2013",,Mid-range
€€€€,Y,Y,7.0,4.0,231,4.0,4.5,,65,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",French,Fine Dining
€€-€€€,N,Y,7.0,3.5,926,3.5,3.5,3.5,72,Barcelona,,Mediterranean,Mid-range
€€-€€€,N,Y,7.0,4.0,6410,4.0,3.5,4.0,528,Barcelona,"Certificate of Excellence 2013, Certificate of Excellence 2012",Spanish,Mid-range
€€-€€€,N,N,6.0,3.5,215,4.0,4.0,4.0,26,Barcelona,Certificate of Excellence 2018,Mediterranean,Mid-range
€€-€€€,Y,N,6.0,4.5,345,4.5,4.5,4.5,93,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",Spanish,Mid-range
€€-€€€,N,N,7.0,4.0,483,4.0,4.0,4.5,121,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",,Mid-range
€€-€€€,N,N,6.0,4.0,121,4.0,3.5,4.5,7,Barcelona,,Cafe,Mid-range
€€-€€€,N,N,7.0,4.0,142,4.0,4.0,4.5,29,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Pub,Mid-range
€€-€€€,N,Y,7.0,3.5,5789,3.5,3.5,4.0,640,Barcelona,Certificate of Excellence 2017,Mediterranean,Mid-range
€€-€€€,N,N,5.0,3.5,4814,3.5,3.5,4.0,745,Barcelona,,Mediterranean,Mid-range
€€-€€€,Y,Y,7.0,4.0,190,4.5,4.5,,13,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016",Italian,Mid-range
€€-€€€,N,N,6.0,3.5,150,3.5,3.5,,9,Barcelona,,Mexican,Mid-range
€€-€€€,N,N,7.0,4.5,369,4.0,4.0,4.5,56,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",Mexican,Mid-range
€,N,N,5.0,4.5,244,4.5,4.5,4.5,83,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",Mediterranean,Cheap Eats
€€-€€€,N,N,6.0,3.5,348,3.5,3.5,4.0,53,Barcelona,,Cafe,Mid-range
€€-€€€,N,N,6.0,4.5,329,4.5,4.5,4.5,67,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Mediterranean,Mid-range
€€-€€€,N,Y,6.0,4.0,117,4.5,4.5,4.0,8,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2014",Mediterranean,Mid-range
€€€€,N,Y,7.0,4.0,846,4.0,4.0,4.0,207,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013, Certificate of Excellence 2012",Seafood,Fine Dining
€€-€€€,Y,Y,6.0,4.5,382,4.5,4.5,4.5,87,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013",Mediterranean,Mid-range
€€-€€€,N,N,5.0,4.5,2067,4.5,4.5,4.5,854,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",,Mid-range
€,N,N,6.0,4.0,530,4.0,4.0,3.5,50,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013, Certificate of Excellence 2012",Spanish,Cheap Eats
€€-€€€,Y,N,7.0,4.0,560,4.0,3.5,4.0,92,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2013",Bar,Mid-range
€€-€€€,Y,Y,7.0,4.5,1016,4.0,4.0,3.0,148,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",Bar,Mid-range
€€-€€€,Y,Y,7.0,4.0,263,4.0,4.0,4.0,41,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,Y,Y,7.0,4.0,353,4.0,4.0,4.0,32,Barcelona,"Certificate of Excellence 2016, Certificate of Excellence 2013",Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,620,4.0,4.0,4.0,112,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2016, Certificate of Excellence 2013",Bar,Mid-range
€,Y,N,6.0,4.0,156,4.5,4.0,3.5,17,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2015, Certificate of Excellence 2014",Asian,Cheap Eats
€€€€,Y,Y,6.0,4.0,259,4.0,4.0,3.5,11,Barcelona,Certificate of Excellence 2017,Chinese,Fine Dining
€€€€,N,N,7.0,3.5,560,4.0,3.5,4.0,18,Barcelona,"Certificate of Excellence 2015, Certificate of Excellence 2013",Japanese,Fine Dining
€€-€€€,N,Y,6.0,4.5,1112,4.5,4.0,3.5,96,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",Japanese,Mid-range
€€-€€€,Y,Y,6.0,4.0,243,4.0,4.0,4.0,38,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2014",Mediterranean,Mid-range
€€-€€€,N,N,7.0,3.5,226,4.0,3.5,3.5,18,Barcelona,Certificate of Excellence 2015,Japanese,Mid-range
€€-€€€,N,N,7.0,4.5,1910,4.5,4.0,4.0,430,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",Mediterranean,Mid-range
€€-€€€,N,Y,7.0,4.0,5859,4.0,4.0,4.5,802,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Steakhouse,Mid-range
€€-€€€,N,N,7.0,4.0,125,4.0,4.0,,25,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",Mediterranean,Mid-range
€€-€€€,N,N,6.0,3.0,355,3.5,2.0,2.5,4,Barcelona,,Japanese,Mid-range
€€-€€€,N,Y,6.0,4.5,478,4.5,4.5,3.5,95,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Steakhouse,Mid-range
€€€€,N,Y,7.0,4.0,1414,4.0,4.0,4.5,249,Barcelona,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Very comfortable restaurant",Mediterranean,Fine Dining
€€€€,N,N,7.0,4.0,1047,4.0,4.0,4.5,196,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013, Certificate of Excellence 2012",,Fine Dining
€€-€€€,Y,Y,7.0,4.0,549,3.5,4.0,4.0,82,Barcelona,"Travellers' Choice, Certificate of Excellence 2020",Mediterranean,Mid-range
€€€€,Y,Y,6.0,4.5,592,4.5,5.0,4.5,79,Barcelona,"Travellers' Choice, Michelin 2021 for One Michelin Star: High quality cooking, worth a stop!, Michelin 2021 for Extremely comfortable restaurant.",Mediterranean,Fine Dining
€€€€,Y,Y,7.0,4.5,672,4.5,4.5,4.5,132,Barcelona,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Very comfortable restaurant",Mediterranean,Fine Dining
€€-€€€,N,N,7.0,4.0,2065,4.0,4.0,4.0,285,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",,Mid-range
€€-€€€,N,N,7.0,3.0,293,3.0,3.0,4.0,0,Barcelona,,American,Mid-range
€€-€€€,N,Y,7.0,3.5,161,4.0,4.0,5.0,9,Barcelona,Certificate of Excellence 2016,Mediterranean,Mid-range
€€-€€€,N,N,6.0,3.5,258,3.5,3.5,4.0,23,Barcelona,,Cafe,Mid-range
€€-€€€,N,N,6.0,4.0,680,4.5,4.0,4.5,112,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Seafood,Mid-range
€€-€€€,N,N,7.0,3.5,108,3.5,3.0,3.0,2,Barcelona,,Japanese,Mid-range
€€-€€€,Y,Y,6.0,4.0,326,4.0,3.5,3.5,10,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018",Japanese,Mid-range
€€-€€€,N,N,,3.0,117,3.5,3.5,,6,Barcelona,,Seafood,Mid-range
€€-€€€,Y,Y,7.0,4.0,387,4.0,4.0,4.5,86,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016",Cafe,Mid-range
€,Y,N,6.0,4.5,708,4.5,4.5,,206,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Italian,Cheap Eats
€€-€€€,Y,N,6.0,4.5,337,4.5,4.5,4.5,56,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Bar,Mid-range
€€-€€€,Y,Y,6.0,4.0,104,4.5,4.5,,9,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",Asian,Mid-range
€€-€€€,N,N,7.0,2.5,172,3.5,3.0,3.0,0,Barcelona,,Latin,Mid-range
€€-€€€,Y,Y,2.0,4.5,636,4.5,4.5,4.5,112,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mexican,Mid-range
€€-€€€,Y,Y,7.0,4.0,780,4.0,4.0,4.5,104,Barcelona,"Travellers' Choice, Certificate of Excellence 2020",Steakhouse,Mid-range
€€-€€€,Y,N,5.0,4.5,271,4.5,4.5,,36,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Fast food,Mid-range
€€-€€€,Y,Y,,4.0,653,3.5,3.5,,178,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",Mediterranean,Mid-range
€€-€€€,Y,Y,7.0,4.0,228,4.5,4.0,5.0,17,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,Y,Y,7.0,4.5,558,4.5,4.5,4.5,82,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Mediterranean,Mid-range
€€-€€€,N,N,2.0,3.0,137,3.5,3.5,4.0,10,Barcelona,,Mediterranean,Mid-range
€,N,N,7.0,3.5,152,4.0,3.0,,3,Barcelona,,European,Cheap Eats
€€-€€€,Y,Y,6.0,4.5,613,4.5,4.0,5.0,61,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Gastropub,Mid-range
€,N,N,,4.0,133,4.0,3.5,,11,Barcelona,Certificate of Excellence 2017,Mediterranean,Cheap Eats
€€-€€€,N,N,7.0,3.0,734,3.0,3.0,3.5,52,Barcelona,,Mediterranean,Mid-range
€€-€€€,N,N,7.0,3.0,115,3.0,3.0,4.0,4,Barcelona,,American,Mid-range
€€-€€€,N,Y,6.0,4.0,448,4.0,4.0,3.5,18,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018",Seafood,Mid-range
€€-€€€,N,N,7.0,3.5,331,4.0,4.0,,33,Barcelona,,Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,101,3.5,4.0,,36,Barcelona,,Pub,Mid-range
