"price_level";"vegan_options";"awards";"gluten_free";"cuisines";"original_location";"open_days_per_week";"avg_rating";"total_reviews_count";"food";"service";"atmosphere";"excellent";"meals"
"€€-€€€";"N";"Not Awarded";"N";"Fast food";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;3.5;169;4;4;4;5;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;2784;4.5;4.5;4.5;365;""
"€€-€€€";"N";"Certificate of Excellence 2019";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";5;4.5;589;4.5;4.5;4;85;""
"€";"Y";"Not Awarded";"N";"Chinese, Fast food, Asian, Thai, Healthy";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;246;3.5;3.5;3;19;""
"€";"Y";"Certificate of Excellence 2019";"Y";"Cafe, Pizza, Contemporary";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4;112;4;4;4.5;31;"Breakfast, Brunch, Lunch, After-hours, Drinks"
"€";"Y";"Certificate of Excellence 2020";"N";"Fast food";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;205;4.5;5;5;68;"Breakfast, Lunch, Brunch"
"€€-€€€";"N";"Certificate of Excellence 2016";"N";"Japanese, Sushi, Asian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;225;4;4;4;7;""
"€€-€€€";"N";"Certificate of Excellence 2015";"N";"American, Fast food, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;529;4;3.5;4;38;""
"€€-€€€";"N";"Not Awarded";"N";"Spanish, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;118;3.5;4;3.5;20;"Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"N";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;2.5;348;3;3;3;23;"Lunch, After-hours"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, Spanish, Fusion, International";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;501;4.5;4.5;4.5;94;""
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Seafood, Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;398;4.5;4.5;3.5;33;"Lunch, Dinner, After-hours"
"€€-€€€";"N";"Certificate of Excellence 2016";"N";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;458;4;4;4;87;"Lunch, Dinner, Brunch"
"€";"N";"Certificate of Excellence 2015";"N";"Cafe";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";NA;4;195;4;3.5;3.5;22;"Breakfast, Brunch"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Bar, Mediterranean, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";5;4.5;245;4.5;4;4;85;"Lunch, Dinner, Drinks"
"€€-€€€";"Y";"Certificate of Excellence 2017";"N";"Italian, Pizza, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;236;4;4;4;28;"Lunch, Dinner, After-hours"
"€";"Y";"Not Awarded";"N";"Japanese, Asian, Fusion";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;161;3.5;3.5;3;2;""
"€€-€€€";"Y";"Not Awarded";"N";"Japanese, Asian, Fusion";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;236;3.5;4;3.5;15;""
"€€-€€€";"N";"Not Awarded";"N";"Italian, Pizza, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;115;4;3.5;4;9;""
"€";"N";"Certificate of Excellence 2019";"N";"";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;104;4.5;4.5;4;5;"Lunch, Breakfast, Brunch, Drinks"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Bar, European, International";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";4;4.5;1449;4.5;4.5;4.5;526;"Breakfast, Lunch, Dinner, Brunch, Drinks"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Seafood, Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;748;4;4.5;3.5;246;"Drinks, Lunch, Dinner, Brunch, After-hours"
"€";"N";"Certificate of Excellence 2020";"N";"Cafe, European, Spanish, Deli";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;210;4.5;4;4.5;54;"After-hours, Breakfast, Drinks"
"€€-€€€";"N";"Not Awarded";"N";"Bar, Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";NA;3;240;3.5;3.5;4;13;"Lunch, After-hours, Drinks"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Bar";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";5;4.5;409;4.5;4.5;4.5;37;""
"€€-€€€";"Y";"Certificate of Excellence 2016";"Y";"Italian, Pizza, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;589;3.5;3.5;4;77;""
"€€-€€€";"Y";"Not Awarded";"N";"Japanese, Fast food, Sushi, Asian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;111;4;3.5;3.5;10;""
"€€-€€€";"Y";"Certificate of Excellence 2015";"N";"Japanese, Asian, Fusion";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;115;4;4;4.5;4;""
"€€-€€€";"Y";"Not Awarded";"Y";"Italian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;273;3.5;3.5;4;14;""
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;1210;4.5;4.5;4.5;377;""
"€€-€€€";"Y";"Certificate of Excellence 2019";"Y";"Cafe, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;206;4.5;4;4.5;43;"Lunch, Breakfast, Brunch"
"€";"Y";"Certificate of Excellence 2020";"N";"Italian, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;293;4.5;4;4;69;"Lunch, Dinner, After-hours, Drinks"
"€";"Y";"Certificate of Excellence 2016";"N";"Japanese, Fast food, Sushi, Asian, Chinese, Fusion";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;159;4.5;4;4;10;""
"€";"N";"Not Awarded";"N";"Bar, Fast food, European, Spanish, Pub";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";NA;3;117;3.5;3.5;3;2;"Lunch, Dinner"
"€";"N";"Not Awarded";"N";"Fast food, Mediterranean, Street Food";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;155;3.5;3.5;3.5;9;"Lunch, Brunch, Breakfast, Drinks"
"€";"Y";"Certificate of Excellence 2020";"Y";"Cafe, Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;701;4.5;5;5;174;"Drinks, Breakfast, Lunch, Dinner, Brunch"
"€";"Y";"Certificate of Excellence 2020";"Y";"Healthy";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;441;4.5;4.5;4.5;127;"Lunch, Dinner, Brunch"
"€";"N";"Certificate of Excellence 2020";"N";"";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";5;4.5;937;4.5;5;4;218;""
"€€-€€€";"N";"Not Awarded";"Y";"Mediterranean, European, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;1537;3.5;3.5;4;126;""
"€€-€€€";"N";"Not Awarded";"N";"Bar, Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;118;3.5;3.5;3.5;8;"Dinner, Brunch, After-hours"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;175;4.5;4.5;4.5;28;""
"€";"N";"Not Awarded";"N";"Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;325;3.5;3.5;3;11;"Lunch, Dinner, After-hours"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";NA;4.5;220;4.5;4;4;67;"Breakfast, Lunch, Dinner, Brunch"
"€€-€€€";"Y";"Not Awarded";"N";"Japanese, Fast food, Asian, Fusion";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;172;3.5;4;3.5;11;""
"€€-€€€";"N";"Certificate of Excellence 2017";"N";"Bar, Pub";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;192;4;4.5;4.5;61;"After-hours, Drinks"
"€€-€€€";"N";"Certificate of Excellence 2019";"N";"Bar, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;234;4.5;4.5;4.5;78;"After-hours, Drinks"
"€€-€€€";"N";"Not Awarded";"N";"Seafood, Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3;519;3.5;3.5;3.5;38;"Lunch, After-hours, Drinks"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";NA;4.5;168;4.5;4;4;19;"Lunch, Dinner, Drinks"
"€€-€€€";"Y";"Certificate of Excellence 2019";"Y";"Mediterranean, Spanish, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4;355;4;4;4;45;"Lunch, Dinner, After-hours, Drinks"
"€";"Y";"Not Awarded";"N";"Mediterranean, European, Spanish, Contemporary, Healthy";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;144;3.5;3.5;3;12;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"European, Greek, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;223;4;4;4;22;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"N";"Italian, Pizza, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;248;4.5;4.5;4.5;38;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Bar, Mediterranean, European, Healthy";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";5;4;1119;4.5;4;4.5;212;"Lunch, Dinner, Brunch, Drinks"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Mediterranean, Spanish, Steakhouse, Argentinian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;128;4.5;4.5;3;12;"Lunch, Dinner"
"€";"N";"Certificate of Excellence 2019";"N";"Seafood, Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";NA;4;344;3.5;4;3.5;97;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2016";"N";"European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4;243;4.5;3.5;4;11;"Lunch, Dinner, Brunch"
"€€-€€€";"N";"Not Awarded";"Y";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;257;3.5;3;3;4;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2017";"N";"";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;152;4;3.5;3.5;18;""
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Mediterranean, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;303;4.5;4.5;3.5;33;""
"€€-€€€";"N";"Certificate of Excellence 2016";"N";"Pizza, Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;114;4;4;3;13;"Breakfast, Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"N";"Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;105;3.5;3;3.5;8;"Breakfast, Drinks"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Cafe";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;170;4;3.5;4;36;"Lunch, Dinner, Brunch, After-hours, Drinks, Breakfast"
"€€-€€€";"Y";"Certificate of Excellence 2020";"N";"American, International";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;1747;4.5;4;4;358;""
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Bar, European, Spanish, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;265;4.5;4;4.5;34;"Lunch, Dinner, After-hours, Drinks"
"€";"N";"Certificate of Excellence 2019";"N";"Cafe";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";NA;4.5;129;4.5;4.5;4;32;"Breakfast"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;203;4.5;4;4;15;"Lunch, Dinner, After-hours"
"€€-€€€";"N";"Certificate of Excellence 2016";"N";"European, Spanish, Mediterranean, Dining bars";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;200;4;4;4;47;"Drinks, Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"N";"Italian, Pizza";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3;117;3.5;3;3;3;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2017";"N";"Sushi, Japanese, Asian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;136;4.5;4;4;11;""
"€";"N";"Certificate of Excellence 2020";"N";"Bar, Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4;156;4;4;4;16;"Lunch, Dinner"
"€";"N";"Certificate of Excellence 2019";"N";"Cafe, Fast food, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";NA;4;534;4;4;4;101;"Breakfast, Lunch, Brunch"
"€€-€€€";"N";"Certificate of Excellence 2017";"N";"Bar, Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;163;4;4;4.5;24;"Lunch, Drinks"
"€€-€€€";"N";"Not Awarded";"N";"Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";5;4.5;1143;4.5;4.5;4;364;"Lunch, Dinner, After-hours"
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Mediterranean, Spanish, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;171;4.5;4.5;4;6;"Breakfast, Lunch, Dinner"
"€€-€€€";"Y";"Certificate of Excellence 2018";"Y";"American, Bar, European, Pub, Fusion";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";3;4.5;246;4;4;4.5;17;"Dinner, Brunch, Lunch, Drinks"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"International, Mediterranean, European, Spanish, Contemporary, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;438;4.5;4.5;4.5;82;"Dinner, Lunch, After-hours, Drinks"
"€";"N";"Certificate of Excellence 2020";"N";"Mexican, Latin, Bar, Gastropub";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;1012;4.5;4;4;286;"Lunch, Dinner, After-hours"
"€€-€€€";"N";"Not Awarded";"N";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";5;2.5;155;2.5;2.5;4;2;"Drinks"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Bar, European, Spanish, Pub";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;738;4;4.5;4;202;"Lunch, Dinner, After-hours, Drinks"
"€€€€";"N";"Certificate of Excellence 2017";"N";"";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;3345;4;4;4;383;""
"€€-€€€";"Y";"Certificate of Excellence 2017";"Y";"International, Mediterranean, Healthy, Soups";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;177;4;3.5;4.5;23;""
"€€-€€€";"N";"Certificate of Excellence 2017";"Y";"Mediterranean, European, Spanish, Wine Bar";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4;251;4;4;4.5;25;"Lunch, Dinner, Brunch, Drinks"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"European, Italian, Bar, Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;172;4.5;4.5;4.5;58;""
"€€-€€€";"Y";"Certificate of Excellence 2018";"N";"Mediterranean, Spanish, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;109;4;4.5;4.5;11;""
"€";"N";"Certificate of Excellence 2020";"N";"Fast food, Middle Eastern, Pakistani, Grill";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;276;4.5;3.5;3.5;58;"Lunch, Dinner"
"€";"N";"Certificate of Excellence 2020";"N";"Cafe";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;127;4;4;4.5;45;"Breakfast"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";3;4;629;4;4;4.5;169;""
"€€-€€€";"Y";"Not Awarded";"N";"Contemporary, Healthy";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";NA;4.5;106;4.5;4.5;4.5;27;""
"€€-€€€";"Y";"Certificate of Excellence 2017";"Y";"Mediterranean, European, Spanish, Healthy";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";4;4;368;4;4;4;42;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Bar, Mediterranean, European, Spanish, Pub";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";5;4.5;733;4.5;4.5;4.5;133;""
"€€-€€€";"N";"Certificate of Excellence 2019";"Y";"Steakhouse, Latin, Mediterranean, Spanish, Argentinian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";5;4.5;215;4.5;4.5;4;46;"Lunch, Dinner, After-hours"
"€€-€€€";"N";"Not Awarded";"N";"Japanese, Sushi, Asian, Fusion";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";5;3;203;3;3;4.5;10;"Lunch, Dinner"
"€€-€€€";"Y";"Certificate of Excellence 2019";"Y";"Mediterranean, European, Spanish, Deli, International";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;201;4;4.5;4.5;12;""
"€€-€€€";"N";"Certificate of Excellence 2017";"N";"Cafe, European, Spanish, Deli";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;145;4.5;4;5;26;"Breakfast, Dinner, After-hours, Drinks"
"€€-€€€";"N";"Certificate of Excellence 2019";"N";"Mediterranean, Spanish, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4;169;4;4;4.5;3;"Breakfast, Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"Y";"Bar, Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3;208;3.5;3;3.5;3;"Lunch, Dinner, Brunch"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, Spanish, Catalan, Healthy, Medicinal foods";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;348;4.5;4.5;4.5;58;""
"€€-€€€";"Y";"Certificate of Excellence 2018";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;133;4.5;5;4.5;27;""
"€";"N";"Certificate of Excellence 2019";"N";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;132;4;4;4;20;"Breakfast, Lunch, Dinner"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4.5;261;4.5;4.5;4;57;"Breakfast, Lunch, Dinner, Brunch"
"€€-€€€";"Y";"Certificate of Excellence 2017";"N";"American, Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;292;4;4;4.5;10;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Cafe, European, Healthy";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;509;4.5;4;4.5;119;""
"€€-€€€";"Y";"Certificate of Excellence 2019";"Y";"Italian, Pizza, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4;212;4.5;4;4;20;""
"€€-€€€";"N";"Certificate of Excellence 2018";"N";"Seafood, Spanish, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4;119;4.5;3.5;3.5;6;"Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"N";"Spanish, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;115;3.5;3.5;4;15;"Dinner"
"€";"N";"Certificate of Excellence 2017";"N";"Cafe, European, Portuguese";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;152;4;4;4.5;15;"Lunch, Brunch, Breakfast"
"€";"Y";"Certificate of Excellence 2020";"N";"Italian, Pizza, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;133;4.5;4.5;4;41;"Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"N";"Spanish, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";NA;2.5;177;3;3.5;3.5;0;""
"€€-€€€";"Y";"Not Awarded";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;3.5;954;4;3;4;57;"Lunch, Dinner, After-hours"
"€€-€€€";"N";"Certificate of Excellence 2016";"N";"Japanese, Sushi, Asian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;309;4;3.5;4;7;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2019";"N";"Bar, Cafe, Spanish, Pub, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";NA;4;134;4;4;4;26;"Drinks"
"€€-€€€";"Y";"Not Awarded";"Y";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;236;4;4;4;6;""
"€€-€€€";"N";"Not Awarded";"N";"European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4;414;4;4;4;64;"Lunch, Dinner, After-hours"
"€€-€€€";"N";"Certificate of Excellence 2015";"N";"Japanese, Sushi, Asian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;3.5;121;4;4;3.5;12;"Dinner, Lunch, After-hours"
"€";"Y";"Certificate of Excellence 2020";"N";"Fast food, Mediterranean, Greek";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";7;4.5;245;4.5;4.5;3.5;70;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Bar, Spanish, Mediterranean, Gastropub";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barcelona\"]";6;4;105;4;4;4.5;7;"Lunch, Dinner, Breakfast"
