restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g187497-d2322259,Josephine,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Calle Pau Claris 147, 08009 Barcelona Spain",41.39413,2.165232,Claimed,Certificate of Excellence 2019,#2392 of 8661 Restaurants in Barcelona,#2630 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, Vegetarian Friendly, Vegan Options",€€-€€€,€14-€59,,Mediterranean,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""09:00-23:00""], ""Tue"": [""09:00-00:00""], ""Wed"": [""09:00-00:00""], ""Thu"": [""09:00-00:00""], ""Fri"": [""09:00-00:00""], ""Sat"": [""09:00-00:00""], ""Sun"": []}",6,89,6,4.5,103,English,33,25,4,1,2,1,4.5,4.5,4.5,,
g187497-d2323075,Cheese's Art,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Calle Enric Granados, 13, 08007 Barcelona Spain",41.387867,2.162025,Claimed,,#3292 of 8661 Restaurants in Barcelona,#3638 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Vegetarian Friendly",€€-€€€,€10-€40,,"Mediterranean, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""10:30-00:00""], ""Tue"": [""10:30-00:00""], ""Wed"": [""10:30-00:00""], ""Thu"": [""10:30-00:00""], ""Fri"": [""10:30-00:00""], ""Sat"": [""10:30-00:00""], ""Sun"": [""12:00-00:00""]}",7,93,7,3.5,374,English,65,13,25,8,6,13,3.5,3,3,3.5,
g187497-d2323566,Boca Grande,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Passatge de la Concepcio 12 Eixample, 08008 Barcelona Spain",41.39445,2.159812,Claimed,"Certificate of Excellence 2016, Certificate of Excellence 2013",#1440 of 8661 Restaurants in Barcelona,#1589 of 10645 places to eat in Barcelona,"Fine Dining, Seafood, Mediterranean, European",€€€€,,"Lunch, Dinner, After-hours, Drinks","Seafood, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options","Reservations, Private Dining, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Y,N,Y,"{""Mon"": [""13:00-00:00""], ""Tue"": [""13:00-00:00""], ""Wed"": [""13:00-00:00""], ""Thu"": [""13:00-00:00""], ""Fri"": [""13:00-00:00""], ""Sat"": [""13:00-00:00""], ""Sun"": [""13:00-00:00""]}",7,77,7,4,2199,English,883,373,263,108,62,77,4,3.5,3.5,4.5,"seafood, fresh fish, sea bass, jamon, tuna tartare"
g187497-d2324052,Pizza Luna,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Passatge de Puigmadrona 18, 08026 Barcelona Spain",41.41145,2.184991,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018",#2008 of 8661 Restaurants in Barcelona,#2203 of 10645 places to eat in Barcelona,"Mid-range, Latin",€€-€€€,,"Lunch, Dinner",Latin,,"Delivery, Takeout, Reservations, Seating, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [""13:00-16:00"", ""20:00-00:00""], ""Wed"": [""13:00-16:00"", ""20:00-00:00""], ""Thu"": [""13:00-16:00"", ""20:00-00:00""], ""Fri"": [""13:00-16:00"", ""20:00-00:00""], ""Sat"": [""13:00-16:00"", ""20:00-00:00""], ""Sun"": [""13:00-16:00"", ""20:00-00:00""]}",6,42,12,4,124,English,13,4,4,1,1,3,4.5,4,4,4,
g187497-d2326171,La Taberna Gallega,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"24 Moll de Gregal Port Olympic, 08005 Barcelona Spain",41.38773,2.201481,Claimed,,#1737 of 8661 Restaurants in Barcelona,#1911 of 10645 places to eat in Barcelona,"Mid-range, Seafood, Mediterranean, European",€€-€€€,€24-€39,,"Seafood, Mediterranean, Spanish, Grill, European","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [""11:00-01:00""], ""Tue"": [""11:00-01:00""], ""Wed"": [""11:00-01:00""], ""Thu"": [""11:00-01:00""], ""Fri"": [""11:00-01:00""], ""Sat"": [""11:00-01:00""], ""Sun"": [""11:00-01:00""]}",7,98,7,3.5,1122,English,244,82,57,29,19,57,4,4,3.5,4,
g187497-d2326436,Mussol Pedralbes,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Av. Diagonal 611-613 Local 51, 08028 Barcelona Spain",41.387478,2.129029,Claimed,,#5069 of 8661 Restaurants in Barcelona,#5644 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€20-€30,,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-16:30""], ""Tue"": [""13:00-16:30""], ""Wed"": [""13:00-16:30""], ""Thu"": [""13:00-16:30""], ""Fri"": [""13:00-16:30""], ""Sat"": [""13:00-16:30""], ""Sun"": [""13:00-16:30""]}",7,24.5,7,3,396,English,41,5,20,7,6,3,3.5,3.5,3,3.5,
g187497-d2327555,Bosco Food & Drinks,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carrer dels Capellans, 9, 08002 Barcelona Spain",41.38531,2.174591,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2013",#2132 of 8661 Restaurants in Barcelona,#2341 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, Brunch, After-hours","European, Spanish, Catalan, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""12:00-17:00""], ""Tue"": [""12:00-01:00""], ""Wed"": [""12:00-01:00""], ""Thu"": [""12:00-01:00""], ""Fri"": [""02:00-05:00"", ""12:00-01:00""], ""Sat"": [""12:00-01:00""], ""Sun"": [""12:00-01:00""]}",7,86,8,4,328,English,132,59,45,12,6,10,4,3.5,4,4,"croquettes, veal, tomato bread, fries, prawns"
g187497-d2328562,El Rey de la Gamba 1,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Passeig de Joan de Borbon, 53, 08003 Barcelona Spain",41.377335,2.18855,Claimed,,#3098 of 8661 Restaurants in Barcelona,#3419 of 10645 places to eat in Barcelona,"Mid-range, Seafood, Mediterranean, Spanish",€€-€€€,€15-€50,"Lunch, Dinner, Drinks","Seafood, Mediterranean, Spanish, Catalan",,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Live Music",N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [""13:00-16:30""], ""Sat"": [""13:00-16:30""], ""Sun"": [""13:00-16:30""]}",3,10.5,3,3.5,1509,English,312,90,97,51,28,46,3.5,3.5,3.5,3,
g187497-d2328648,Rembrandt Cafe Barcelona,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Calle Marina 20 Bajos Local, 08005 Barcelona Spain",41.388462,2.195512,Claimed,,#2554 of 8661 Restaurants in Barcelona,#2807 of 10645 places to eat in Barcelona,"Mid-range, Dutch, Bar, European",€€-€€€,,"Lunch, Dinner, Drinks","Dutch, Bar, European, Pub",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Takeout, Street Parking, Wheelchair Accessible, Accepts Credit Cards",N,N,N,"{""Mon"": [""12:00-02:30""], ""Tue"": [""12:00-02:30""], ""Wed"": [""12:00-02:30""], ""Thu"": [""12:00-02:30""], ""Fri"": [""12:00-02:30""], ""Sat"": [""12:00-02:30""], ""Sun"": [""12:00-02:30""]}",7,101.5,7,4,144,English,79,59,12,2,3,3,4,4,4,4.5,
g187497-d2328951,Cachitos Rambla,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Rambla Catalunya, 33 08807 Barcelona, 08007 Barcelona Spain",41.38951,2.165414,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2015, Certificate of Excellence 2013",#1398 of 8661 Restaurants in Barcelona,#1543 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, After-hours","Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""10:00-03:00""], ""Tue"": [""10:00-03:00""], ""Wed"": [""10:00-03:00""], ""Thu"": [""10:00-03:00""], ""Fri"": [""10:00-03:00""], ""Sat"": [""10:00-03:00""], ""Sun"": [""10:00-03:00""]}",7,119,7,4,1652,English,670,299,211,71,42,47,4,4,3.5,4.5,"paella, tapas, eggplant, tomato bread, visiting barcelona"
g187497-d2335630,Espai Mescladís,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carders 35, 08003 Barcelona Spain",41.38718,2.180208,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1088 of 8661 Restaurants in Barcelona,#1200 of 10645 places to eat in Barcelona,"Mid-range, Cafe, Mediterranean, European",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch, Drinks","Cafe, European, Spanish, Mediterranean","Vegetarian Friendly, Vegan Options",,Y,Y,N,,,,,4,295,English,99,49,35,7,2,6,4,3.5,4,4,
g187497-d2335749,El Rincon Criollo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Passeig Sant Joan 72, 08009 Barcelona Spain",41.396996,2.17288,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#2606 of 8661 Restaurants in Barcelona,#2871 of 10645 places to eat in Barcelona,"Mid-range, Steakhouse, Argentinian",€€-€€€,€9-€25,"Lunch, Dinner","Steakhouse, Argentinian",,,N,N,N,"{""Mon"": [""09:30-23:30""], ""Tue"": [""09:30-23:30""], ""Wed"": [""09:30-23:30""], ""Thu"": [""09:30-23:30""], ""Fri"": [""09:30-03:00""], ""Sat"": [""09:30-03:00""], ""Sun"": [""09:30-23:30""]}",7,105,7,4,207,English,40,18,16,3,3,0,4,4,4,4.5,
g187497-d2339415,La Catalana II,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Placa Olles, 5, 08003 Barcelona Spain",41.383743,2.183256,Claimed,,#3007 of 8661 Restaurants in Barcelona,#3321 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€8-€25,"Lunch, Dinner","Spanish, Catalan, Mediterranean, European, Contemporary",,,N,N,N,,,,,3.5,214,English,69,11,29,13,10,6,3.5,3.5,3.5,3,
g187497-d2343014,Pim Pam Burger,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carrer del Sabateret 4, 08003 Barcelona Spain",41.38581,2.182353,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2013",#36 of 145 Quick Bites in Barcelona,#848 of 10645 places to eat in Barcelona,"Cheap Eats, Quick Bites, American, Fast food",€,,"Lunch, Dinner, After-hours","American, Fast food",,"Takeout, Seating, Serves Alcohol, Accepts Credit Cards",N,N,N,"{""Mon"": [""13:00-00:30""], ""Tue"": [""13:00-00:30""], ""Wed"": [""13:00-00:30""], ""Thu"": [""13:00-00:30""], ""Fri"": [""13:00-00:30""], ""Sat"": [""13:00-00:30""], ""Sun"": [""13:00-00:30""]}",7,80.5,7,4,673,English,183,106,47,13,7,10,4,3.5,4,3.5,
g187497-d2352132,La Botiga Rambla Catalunya,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Rambla Catalunya, 27 Eixample, 08007 Barcelona Spain",41.389168,2.165939,Claimed,Certificate of Excellence 2013,#4503 of 8661 Restaurants in Barcelona,#5012 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€10-€25,"Breakfast, Dinner, Lunch, After-hours","European, Spanish, Mediterranean",,,N,N,N,"{""Mon"": [""13:00-16:30"", ""19:30-00:30""], ""Tue"": [""13:00-16:30"", ""19:30-00:30""], ""Wed"": [""13:00-16:30"", ""19:30-00:30""], ""Thu"": [""13:00-16:30"", ""19:30-00:30""], ""Fri"": [""13:00-16:30"", ""19:30-00:30""], ""Sat"": [""13:00-16:30"", ""19:30-00:30""], ""Sun"": [""13:00-16:30"", ""19:30-00:30""]}",7,59.5,14,3,244,English,46,11,8,10,9,8,3,3.5,3,3.5,
g187497-d2355262,Los Pergaminos,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"C/ Ample 19, 08002 Barcelona Spain",41.379646,2.179392,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014",#999 of 8661 Restaurants in Barcelona,#1103 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, Drinks","Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [], ""Tue"": [""19:00-23:00""], ""Wed"": [""19:00-23:00""], ""Thu"": [""13:00-16:00"", ""19:30-23:00""], ""Fri"": [""13:00-16:00"", ""19:30-23:00""], ""Sat"": [""13:00-16:00"", ""19:30-23:00""], ""Sun"": []}",5,27.5,8,4.5,185,English,70,43,18,1,3,5,4.5,4,4,4,
g187497-d2358072,Temaki-ya,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carrer Gignas, 28, 08002 Barcelona Spain",41.38146,2.180251,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#1318 of 8661 Restaurants in Barcelona,#1460 of 10645 places to eat in Barcelona,"Mid-range, Japanese, Fast food, Sushi",€€-€€€,€5-€20,,"Japanese, Fast food, Sushi, Fusion, Healthy","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [""20:00-00:00""], ""Tue"": [""13:30-16:45"", ""20:00-00:00""], ""Wed"": [""13:30-16:45"", ""20:00-00:00""], ""Thu"": [""13:30-16:45"", ""20:00-00:00""], ""Fri"": [""13:30-16:45"", ""20:00-00:00""], ""Sat"": [""13:30-16:45"", ""20:00-00:00""], ""Sun"": []}",6,40.25,11,4.5,178,English,68,46,13,1,5,3,4.5,4.5,4,4,
g187497-d2359720,Himalaya,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Caspe 150, 08013 Barcelona Spain",41.396313,2.17989,Claimed,Certificate of Excellence 2016,#2509 of 8661 Restaurants in Barcelona,#2758 of 10645 places to eat in Barcelona,"Mid-range, Indian, Asian, Nepalese",€€-€€€,€8-€18,,"Indian, Asian, Nepalese","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""13:00-16:30"", ""20:00-23:30""], ""Tue"": [""13:00-16:30"", ""20:00-23:30""], ""Wed"": [""13:00-16:30"", ""20:00-23:30""], ""Thu"": [""13:00-16:30"", ""20:00-23:30""], ""Fri"": [""13:00-16:30"", ""20:00-23:30""], ""Sat"": [""13:00-16:30"", ""20:00-23:30""], ""Sun"": [""13:00-16:30"", ""20:00-23:30""]}",7,49,14,4,125,English,47,22,14,4,4,3,4,4,4,3.5,
g187497-d2362424,Le Divan,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Calle Guillem Tell, 10 entre calle Principe Asturies y Plaza Molina. Metro Lesseps, Fontana o FFC Molina, 08006 Barcelona Spain",41.40309,2.149515,Claimed,Certificate of Excellence 2017,#1999 of 8661 Restaurants in Barcelona,#2194 of 10645 places to eat in Barcelona,"Mid-range, French, Bar, International",€€-€€€,€15-€25,"After-hours, Drinks, Dinner, Lunch","French, Bar, Fusion, Wine Bar, Mediterranean, International, European, Pub",,,N,N,N,"{""Mon"": [""10:30-22:00""], ""Tue"": [""10:30-22:00""], ""Wed"": [""10:30-22:00""], ""Thu"": [""10:30-00:00""], ""Fri"": [""10:30-00:00""], ""Sat"": [], ""Sun"": []}",5,61.5,5,4,105,English,11,5,6,0,0,0,4,4,4,4,
g187497-d2362757,Come una volta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Calle Roger de Flor, 246 Esquina rossellon, 08025 Barcelona Spain",41.40173,2.168756,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#1815 of 8661 Restaurants in Barcelona,#1997 of 10645 places to eat in Barcelona,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,€6-€22,,"Italian, Pizza, European, Mediterranean","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""19:30-22:30""], ""Thu"": [""19:30-22:30""], ""Fri"": [""19:30-23:00""], ""Sat"": [""19:30-23:00""], ""Sun"": []}",4,13,4,4.5,166,English,26,19,6,0,0,1,4.5,4,4.5,4,
g187497-d2362839,Gelateria Italiana Giovanni,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carrer de l'Argenteria 55 Born - Borne, 08003 Barcelona Spain",41.382374,2.173889,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016",#106 of 345 Dessert Spots in Barcelona,#2275 of 10645 places to eat in Barcelona,"Cheap Eats, Dessert",€,,,,,"Takeout, Wheelchair Accessible, Accepts Credit Cards",N,N,N,"{""Mon"": [""11:00-00:00""], ""Tue"": [""11:00-00:00""], ""Wed"": [""11:00-00:00""], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""11:00-00:00""], ""Sun"": [""11:00-00:00""]}",7,91,7,4,212,English,74,46,20,3,2,3,4,4,4,3.5,
g187497-d2363609,Restaurante Nogal,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carrer de la Diputacio, 412 Muy Cerca De Plaza Monumental, 08013 Barcelona Spain",41.39911,2.17871,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#956 of 8661 Restaurants in Barcelona,#1058 of 10645 places to eat in Barcelona,"Mid-range, Bar, Spanish, Pub",€€-€€€,€9-€35,,"Spanish, Catalan, Bar, Pub, Beer restaurants",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""07:00-23:30""], ""Tue"": [""07:00-23:30""], ""Wed"": [""07:00-23:30""], ""Thu"": [""07:00-23:30""], ""Fri"": [""07:00-23:30""], ""Sat"": [""07:00-23:30""], ""Sun"": []}",6,99,6,4,852,English,201,103,62,22,6,8,4,4,4,4,"paella, hotel acta, family restaurant, the menu del dia, fresh ingredients"
g187497-d2364335,Ikibana Borne,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Passeig Picasso, 32 El Born, 08003 Barcelona Spain",41.38633,2.184423,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2013",#929 of 8661 Restaurants in Barcelona,#1029 of 10645 places to eat in Barcelona,"Mid-range, Japanese, Sushi, Asian",€€-€€€,€30-€70,,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-23:30""], ""Tue"": [""13:00-23:30""], ""Wed"": [""13:00-23:30""], ""Thu"": [""13:00-23:30""], ""Fri"": [""13:00-23:30""], ""Sat"": [""13:00-00:00""], ""Sun"": [""13:00-23:30""]}",7,74,7,4,912,English,258,135,74,30,11,8,4,4,3.5,4,"sushi, uramaki, tasting menu, spicy tuna roll, wagyu beef"
g187497-d2364549,Vic Braseria,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Sicilia 202, 08013 Barcelona Spain",41.397316,2.179633,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#354 of 8661 Restaurants in Barcelona,#397 of 10645 places to eat in Barcelona,"Mid-range, Steakhouse, Mediterranean, Barbecue",€€-€€€,€8-€25,"Lunch, Dinner, Drinks","Steakhouse, Barbecue, Mediterranean, European, Spanish, Grill, Healthy, Catalan","Vegetarian Friendly, Gluten Free Options","Takeout, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Wheelchair Accessible, Wine and Beer, Accepts Credit Cards, Table Service",Y,N,Y,"{""Mon"": [""14:30-16:00"", ""19:30-23:00""], ""Tue"": [""14:30-16:00"", ""19:30-23:00""], ""Wed"": [""14:30-16:00"", ""19:30-23:00""], ""Thu"": [""14:30-16:00"", ""19:30-23:00""], ""Fri"": [""14:30-16:00"", ""19:30-23:00""], ""Sat"": [""14:30-16:00"", ""19:30-23:00""], ""Sun"": []}",6,30,12,4.5,1014,English,303,215,64,16,4,4,4.5,4.5,4.5,4.5,"steak, rabbit, brownie, chicken, baked potato"
